	motifs_int	motifs_str	GR	freq_1	freq_2
4164	[{11, 122, 19, 4}, {15}]	{feats_n=s,dep_dep,feats_g=m,pos_P+D} {dep_prep}	226.0	0.2769607843137255	0
4174	[{5}, {4}, {9}, {15}]	{feats_g=f} {feats_n=s} {lemma_de} {dep_prep}	226.0	0.2769607843137255	0
4173	[{5}, {3}, {4}]	{feats_g=f} {pos_NC} {feats_n=s}	226.0	0.2769607843137255	0
4172	[{80, 81, 4}, {3, 4, 5}, {9}, {3, 15}]	{feats_n=s,pos_DET,dep_det} {pos_NC,feats_n=s,feats_g=f} {lemma_de} {pos_NC,dep_prep}	226.0	0.2769607843137255	0
4197	[{42}, {80, 81}, {3}, {4}]	{dep_mod} {pos_DET,dep_det} {pos_NC} {feats_n=s}	226.0	0.2769607843137255	0
4170	[{80, 19, 4, 104}, {19, 4}]	{feats_n=s,feats_g=m,pos_DET,lemma_le} {feats_n=s,feats_g=m}	226.0	0.2769607843137255	0
4166	[{19, 4}, {4}, {10}, {4}]	{feats_n=s,feats_g=m} {feats_n=s} {pos_P} {feats_n=s}	226.0	0.2769607843137255	0
4168	[{19, 4}, {10, 42}, {80, 81}]	{feats_n=s,feats_g=m} {pos_P,dep_mod} {pos_DET,dep_det}	226.0	0.2769607843137255	0
4165	[{19, 4}, {4}, {9}, {15}]	{feats_n=s,feats_g=m} {feats_n=s} {lemma_de} {dep_prep}	226.0	0.2769607843137255	0
4167	[{19, 4}, {9, 10}, {4}]	{feats_n=s,feats_g=m} {lemma_de,pos_P} {feats_n=s}	226.0	0.2769607843137255	0
2122	[{3}, {9, 10, 11}, {4, 5}]	{pos_NC} {lemma_de,pos_P,dep_dep} {feats_n=s,feats_g=f}	225.0	0.2757352941176471	0
2132	[{3, 19}, {10}, {4}, {4}]	{pos_NC,feats_g=m} {pos_P} {feats_n=s} {feats_n=s}	225.0	0.2757352941176471	0
2138	[{4}, {5}, {122}]	{feats_n=s} {feats_g=f} {pos_P+D}	225.0	0.2757352941176471	0
2137	[{4}, {4, 15}, {9}, {4}]	{feats_n=s} {feats_n=s,dep_prep} {lemma_de} {feats_n=s}	225.0	0.2757352941176471	0
2136	[{4}, {4}, {10}, {80, 81}, {3, 4, 15}]	{feats_n=s} {feats_n=s} {pos_P} {pos_DET,dep_det} {pos_NC,feats_n=s,dep_prep}	225.0	0.2757352941176471	0
2135	[{4}, {4}, {9}, {4}, {15}]	{feats_n=s} {feats_n=s} {lemma_de} {feats_n=s} {dep_prep}	225.0	0.2757352941176471	0
2134	[{4}, {3, 5}, {9, 11}, {15}]	{feats_n=s} {pos_NC,feats_g=f} {lemma_de,dep_dep} {dep_prep}	225.0	0.2757352941176471	0
2133	[{3, 131}, {9, 10, 12}, {4}]	{pos_NC,feats_n=p} {lemma_de,pos_P,wp_▁de} {feats_n=s}	225.0	0.2757352941176471	0
2131	[{3, 19, 131, 15}, {42}]	{pos_NC,dep_prep,feats_g=m,feats_n=p} {dep_mod}	225.0	0.2757352941176471	0
2123	[{3}, {9, 10, 11, 12}, {5}]	{pos_NC} {lemma_de,pos_P,dep_dep,wp_▁de} {feats_g=f}	225.0	0.2757352941176471	0
2130	[{3, 5, 15}, {9}, {4}]	{pos_NC,feats_g=f,dep_prep} {lemma_de} {feats_n=s}	225.0	0.2757352941176471	0
2129	[{3, 5}, {11}, {131}]	{pos_NC,feats_g=f} {dep_dep} {feats_n=p}	225.0	0.2757352941176471	0
2128	[{3, 5}, {9, 122, 11}, {15}]	{pos_NC,feats_g=f} {lemma_de,dep_dep,pos_P+D} {dep_prep}	225.0	0.2757352941176471	0
2127	[{3, 4, 15}, {122}, {15}]	{pos_NC,feats_n=s,dep_prep} {pos_P+D} {dep_prep}	225.0	0.2757352941176471	0
2139	[{4}, {9, 42}, {4}]	{feats_n=s} {lemma_de,dep_mod} {feats_n=s}	225.0	0.2757352941176471	0
2125	[{3, 4}, {122}, {3, 19, 15}]	{pos_NC,feats_n=s} {pos_P+D} {pos_NC,dep_prep,feats_g=m}	225.0	0.2757352941176471	0
2126	[{3, 4}, {131}, {3, 131}]	{pos_NC,feats_n=s} {feats_n=p} {pos_NC,feats_n=p}	225.0	0.2757352941176471	0
2148	[{80, 81, 4}, {3}, {122}, {3, 15}]	{feats_n=s,pos_DET,dep_det} {pos_NC} {pos_P+D} {pos_NC,dep_prep}	225.0	0.2757352941176471	0
2169	[{81}, {3}, {19, 4}]	{dep_det} {pos_NC} {feats_n=s,feats_g=m}	225.0	0.2757352941176471	0
2154	[{5}, {172}]	{feats_g=f} {wp_▁et}	225.0	0.2757352941176471	0
2164	[{42}, {80, 81}, {3, 15}, {9}, {15}]	{dep_mod} {pos_DET,dep_det} {pos_NC,dep_prep} {lemma_de} {dep_prep}	225.0	0.2757352941176471	0
2170	[{131}, {3}, {10}, {3, 15}]	{feats_n=p} {pos_NC} {pos_P} {pos_NC,dep_prep}	225.0	0.2757352941176471	0
2166	[{80}, {15}, {131}]	{pos_DET} {dep_prep} {feats_n=p}	225.0	0.2757352941176471	0
2171	[{131}, {122}]	{feats_n=p} {pos_P+D}	225.0	0.2757352941176471	0
2153	[{5}, {9, 11}, {3, 19, 15}]	{feats_g=f} {lemma_de,dep_dep} {pos_NC,dep_prep,feats_g=m}	225.0	0.2757352941176471	0
2165	[{42}, {80, 81}, {3, 19}, {42}]	{dep_mod} {pos_DET,dep_det} {pos_NC,feats_g=m} {dep_mod}	225.0	0.2757352941176471	0
2156	[{10}, {4}, {4, 15}, {9}, {15}]	{pos_P} {feats_n=s} {feats_n=s,dep_prep} {lemma_de} {dep_prep}	225.0	0.2757352941176471	0
2168	[{80, 81}, {15}, {9, 11}]	{pos_DET,dep_det} {dep_prep} {lemma_de,dep_dep}	225.0	0.2757352941176471	0
2157	[{10}, {80, 19, 4}, {19}]	{pos_P} {feats_n=s,feats_g=m,pos_DET} {feats_g=m}	225.0	0.2757352941176471	0
2158	[{10, 42}, {80, 81, 4, 5}, {3, 5, 15}]	{pos_P,dep_mod} {feats_n=s,feats_g=f,pos_DET,dep_det} {pos_NC,feats_g=f,dep_prep}	225.0	0.2757352941176471	0
2159	[{11}, {131}, {131}]	{dep_dep} {feats_n=p} {feats_n=p}	225.0	0.2757352941176471	0
2160	[{15}, {9}, {19, 4}]	{dep_prep} {lemma_de} {feats_n=s,feats_g=m}	225.0	0.2757352941176471	0
2161	[{15}, {10, 42}, {80, 81, 4}]	{dep_prep} {pos_P,dep_mod} {feats_n=s,pos_DET,dep_det}	225.0	0.2757352941176471	0
2162	[{25, 42, 36}, {56, 55}]	{lemma__,pos_NPP,dep_mod} {pos_PONCT,dep_ponct}	225.0	0.2757352941176471	0
2152	[{80, 81, 4}, {19}, {9}]	{feats_n=s,pos_DET,dep_det} {feats_g=m} {lemma_de}	225.0	0.2757352941176471	0
2163	[{42}, {4, 5, 80, 81, 116, 117}]	{dep_mod} {feats_n=s,feats_g=f,pos_DET,dep_det,lemma_la,wp_▁la}	225.0	0.2757352941176471	0
2141	[{4}, {10}, {23}]	{feats_n=s} {pos_P} {wp_'}	225.0	0.2757352941176471	0
2147	[{80, 81, 4}, {3}, {56, 55}]	{feats_n=s,pos_DET,dep_det} {pos_NC} {pos_PONCT,dep_ponct}	225.0	0.2757352941176471	0
2151	[{80, 81, 4}, {5}, {9, 10}]	{feats_n=s,pos_DET,dep_det} {feats_g=f} {lemma_de,pos_P}	225.0	0.2757352941176471	0
2150	[{80, 81, 4}, {4, 15}, {9}, {15}]	{feats_n=s,pos_DET,dep_det} {feats_n=s,dep_prep} {lemma_de} {dep_prep}	225.0	0.2757352941176471	0
2142	[{4}, {10}, {80, 81}, {19, 15}]	{feats_n=s} {pos_P} {pos_DET,dep_det} {dep_prep,feats_g=m}	225.0	0.2757352941176471	0
2149	[{80, 81, 4}, {3, 4}, {10}, {80, 81}]	{feats_n=s,pos_DET,dep_det} {pos_NC,feats_n=s} {pos_P} {pos_DET,dep_det}	225.0	0.2757352941176471	0
2143	[{4}, {10, 42}, {80, 81}, {15}, {42}]	{feats_n=s} {pos_P,dep_mod} {pos_DET,dep_det} {dep_prep} {dep_mod}	225.0	0.2757352941176471	0
2144	[{4}, {19}, {9}, {4}]	{feats_n=s} {feats_g=m} {lemma_de} {feats_n=s}	225.0	0.2757352941176471	0
2145	[{9, 122, 19, 4}, {3, 19, 4, 15}]	{feats_n=s,lemma_de,feats_g=m,pos_P+D} {pos_NC,feats_n=s,dep_prep,feats_g=m}	225.0	0.2757352941176471	0
2167	[{80, 81}, {3, 51, 5}]	{pos_DET,dep_det} {pos_NC,feats_g=f,dep_suj}	225.0	0.2757352941176471	0
2146	[{4, 104, 80, 81, 19}, {19, 4}]	{feats_n=s,feats_g=m,pos_DET,dep_det,lemma_le} {feats_n=s,feats_g=m}	225.0	0.2757352941176471	0
1053	[{9, 12}, {19}]	{lemma_de,wp_▁de} {feats_g=m}	224.0	0.27450980392156865	0
1057	[{10, 42}, {3, 5, 15}]	{pos_P,dep_mod} {pos_NC,feats_g=f,dep_prep}	224.0	0.27450980392156865	0
1013	[{3}, {9, 11}, {15}, {56, 55}]	{pos_NC} {lemma_de,dep_dep} {dep_prep} {pos_PONCT,dep_ponct}	224.0	0.27450980392156865	0
1056	[{10, 11}, {4}, {4, 15}]	{pos_P,dep_dep} {feats_n=s} {feats_n=s,dep_prep}	224.0	0.27450980392156865	0
1055	[{10}, {80, 81, 4}, {4, 15}, {9}, {15}]	{pos_P} {feats_n=s,pos_DET,dep_det} {feats_n=s,dep_prep} {lemma_de} {dep_prep}	224.0	0.27450980392156865	0
1014	[{3}, {10}, {3, 19, 15}]	{pos_NC} {pos_P} {pos_NC,dep_prep,feats_g=m}	224.0	0.27450980392156865	0
1054	[{10}, {80, 81, 19, 4}, {19}]	{pos_P} {feats_n=s,feats_g=m,pos_DET,dep_det} {feats_g=m}	224.0	0.27450980392156865	0
1016	[{3}, {122, 11}, {131}]	{pos_NC} {dep_dep,pos_P+D} {feats_n=p}	224.0	0.27450980392156865	0
1026	[{4}, {3, 4}, {11}, {131}]	{feats_n=s} {pos_NC,feats_n=s} {dep_dep} {feats_n=p}	224.0	0.27450980392156865	0
1073	[{113, 122}, {15}]	{lemma_à,pos_P+D} {dep_prep}	224.0	0.27450980392156865	0
1074	[{122}, {3, 19, 15}, {42}]	{pos_P+D} {pos_NC,dep_prep,feats_g=m} {dep_mod}	224.0	0.27450980392156865	0
1051	[{80, 81, 4, 104}, {3, 4}, {11}]	{feats_n=s,pos_DET,dep_det,lemma_le} {pos_NC,feats_n=s} {dep_dep}	224.0	0.27450980392156865	0
1072	[{80, 81}, {15}, {131}]	{pos_DET,dep_det} {dep_prep} {feats_n=p}	224.0	0.27450980392156865	0
1071	[{80, 81}, {3, 5}, {9, 10, 12}]	{pos_DET,dep_det} {pos_NC,feats_g=f} {lemma_de,pos_P,wp_▁de}	224.0	0.27450980392156865	0
1058	[{10, 42}, {3, 15}, {42}]	{pos_P,dep_mod} {pos_NC,dep_prep} {dep_mod}	224.0	0.27450980392156865	0
1059	[{10, 42}, {80, 81, 4}, {19}]	{pos_P,dep_mod} {feats_n=s,pos_DET,dep_det} {feats_g=m}	224.0	0.27450980392156865	0
1070	[{80, 81}, {3}, {19, 4}]	{pos_DET,dep_det} {pos_NC} {feats_n=s,feats_g=m}	224.0	0.27450980392156865	0
1069	[{80}, {153}]	{pos_DET} {pos_ADJ}	224.0	0.27450980392156865	0
1060	[{10, 42}, {80, 81}, {15}, {9}, {15}]	{pos_P,dep_mod} {pos_DET,dep_det} {dep_prep} {lemma_de} {dep_prep}	224.0	0.27450980392156865	0
1068	[{69}, {75}]	{feats_p=3} {dep_root}	224.0	0.27450980392156865	0
1067	[{42, 398}, {42}]	{dep_mod,feats_t=K} {dep_mod}	224.0	0.27450980392156865	0
1061	[{11}, {4}, {3, 4}]	{dep_dep} {feats_n=s} {pos_NC,feats_n=s}	224.0	0.27450980392156865	0
1062	[{15}, {11}, {19}]	{dep_prep} {dep_dep} {feats_g=m}	224.0	0.27450980392156865	0
1066	[{42}, {4, 5}, {4, 5, 15}]	{dep_mod} {feats_n=s,feats_g=f} {feats_n=s,feats_g=f,dep_prep}	224.0	0.27450980392156865	0
1065	[{23}, {25}]	{wp_'} {lemma__}	224.0	0.27450980392156865	0
1052	[{5}, {153, 42}, {56, 55}]	{feats_g=f} {dep_mod,pos_ADJ} {pos_PONCT,dep_ponct}	224.0	0.27450980392156865	0
1047	[{42, 4}, {3, 15}]	{feats_n=s,dep_mod} {pos_NC,dep_prep}	224.0	0.27450980392156865	0
1012	[{3}, {9}, {131, 5}]	{pos_NC} {lemma_de} {feats_g=f,feats_n=p}	224.0	0.27450980392156865	0
1029	[{4}, {4}, {9, 10, 12}, {80, 81}, {15}]	{feats_n=s} {feats_n=s} {lemma_de,pos_P,wp_▁de} {pos_DET,dep_det} {dep_prep}	224.0	0.27450980392156865	0
1036	[{4}, {9, 10}, {80, 81, 4}, {4}]	{feats_n=s} {lemma_de,pos_P} {feats_n=s,pos_DET,dep_det} {feats_n=s}	224.0	0.27450980392156865	0
1034	[{4}, {4}, {122}, {19}]	{feats_n=s} {feats_n=s} {pos_P+D} {feats_g=m}	224.0	0.27450980392156865	0
1033	[{4}, {4}, {42}, {19}]	{feats_n=s} {feats_n=s} {dep_mod} {feats_g=m}	224.0	0.27450980392156865	0
1032	[{4}, {4}, {10, 11}, {15}]	{feats_n=s} {feats_n=s} {pos_P,dep_dep} {dep_prep}	224.0	0.27450980392156865	0
1031	[{4}, {4}, {10}, {4}, {3, 4}]	{feats_n=s} {feats_n=s} {pos_P} {feats_n=s} {pos_NC,feats_n=s}	224.0	0.27450980392156865	0
1030	[{4}, {4}, {9, 11}, {131}]	{feats_n=s} {feats_n=s} {lemma_de,dep_dep} {feats_n=p}	224.0	0.27450980392156865	0
1028	[{4}, {4}, {9}, {3, 5, 15}]	{feats_n=s} {feats_n=s} {lemma_de} {pos_NC,feats_g=f,dep_prep}	224.0	0.27450980392156865	0
1038	[{4, 5}, {3, 4}, {10}]	{feats_n=s,feats_g=f} {pos_NC,feats_n=s} {pos_P}	224.0	0.27450980392156865	0
1027	[{4}, {4}, {4}, {9}]	{feats_n=s} {feats_n=s} {feats_n=s} {lemma_de}	224.0	0.27450980392156865	0
1020	[{3, 5, 15}, {42, 5}]	{pos_NC,feats_g=f,dep_prep} {feats_g=f,dep_mod}	224.0	0.27450980392156865	0
1021	[{3, 15}, {9, 10, 42}, {4}]	{pos_NC,dep_prep} {lemma_de,pos_P,dep_mod} {feats_n=s}	224.0	0.27450980392156865	0
1022	[{3, 15}, {122, 11}]	{pos_NC,dep_prep} {dep_dep,pos_P+D}	224.0	0.27450980392156865	0
1023	[{3, 19}, {122}]	{pos_NC,feats_g=m} {pos_P+D}	224.0	0.27450980392156865	0
1024	[{3, 131}, {19}]	{pos_NC,feats_n=p} {feats_g=m}	224.0	0.27450980392156865	0
1037	[{4}, {19}, {9, 11}]	{feats_n=s} {feats_g=m} {lemma_de,dep_dep}	224.0	0.27450980392156865	0
1035	[{4}, {4, 15}, {10}, {4}]	{feats_n=s} {feats_n=s,dep_prep} {pos_P} {feats_n=s}	224.0	0.27450980392156865	0
1044	[{19, 4}, {153, 4}]	{feats_n=s,feats_g=m} {feats_n=s,pos_ADJ}	224.0	0.27450980392156865	0
1042	[{4, 9, 19, 122, 123}, {3, 19, 4, 15}]	{feats_n=s,lemma_de,feats_g=m,pos_P+D,wp_▁du} {pos_NC,feats_n=s,dep_prep,feats_g=m}	224.0	0.27450980392156865	0
1050	[{80, 81, 4}, {4, 5}, {9, 10}]	{feats_n=s,pos_DET,dep_det} {feats_n=s,feats_g=f} {lemma_de,pos_P}	224.0	0.27450980392156865	0
1049	[{80, 81, 4}, {4}, {9, 122}, {15}]	{feats_n=s,pos_DET,dep_det} {feats_n=s} {lemma_de,pos_P+D} {dep_prep}	224.0	0.27450980392156865	0
1048	[{80, 81, 4}, {3}, {9}, {5}]	{feats_n=s,pos_DET,dep_det} {pos_NC} {lemma_de} {feats_g=f}	224.0	0.27450980392156865	0
1063	[{19}, {3}, {9}, {15}]	{feats_g=m} {pos_NC} {lemma_de} {dep_prep}	224.0	0.27450980392156865	0
1046	[{80, 81, 19, 4}, {3, 15}]	{feats_n=s,feats_g=m,pos_DET,dep_det} {pos_NC,dep_prep}	224.0	0.27450980392156865	0
1045	[{80, 19, 4}, {19}, {42}]	{feats_n=s,feats_g=m,pos_DET} {feats_g=m} {dep_mod}	224.0	0.27450980392156865	0
1043	[{19, 4}, {19, 4}, {19}]	{feats_n=s,feats_g=m} {feats_n=s,feats_g=m} {feats_g=m}	224.0	0.27450980392156865	0
1064	[{19}, {19}, {9, 10, 12}]	{feats_g=m} {feats_g=m} {lemma_de,pos_P,wp_▁de}	224.0	0.27450980392156865	0
1041	[{80, 81, 4, 5}, {5}, {4}]	{feats_n=s,feats_g=f,pos_DET,dep_det} {feats_g=f} {feats_n=s}	224.0	0.27450980392156865	0
1040	[{4, 5}, {42, 5}]	{feats_n=s,feats_g=f} {feats_g=f,dep_mod}	224.0	0.27450980392156865	0
1039	[{4, 5}, {3, 4}, {11}]	{feats_n=s,feats_g=f} {pos_NC,feats_n=s} {dep_dep}	224.0	0.27450980392156865	0
5379	[{3, 19}, {10}, {80, 81, 4}, {15}]	{pos_NC,feats_g=m} {pos_P} {feats_n=s,pos_DET,dep_det} {dep_prep}	223.0	0.27328431372549017	0
5372	[{3, 4}, {11}, {3, 4, 15}]	{pos_NC,feats_n=s} {dep_dep} {pos_NC,feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5376	[{3, 5, 15}, {10, 42}]	{pos_NC,feats_g=f,dep_prep} {pos_P,dep_mod}	223.0	0.27328431372549017	0
5369	[{3}, {42, 131, 5}]	{pos_NC} {feats_g=f,dep_mod,feats_n=p}	223.0	0.27328431372549017	0
5377	[{3, 15}, {4}, {4}]	{pos_NC,dep_prep} {feats_n=s} {feats_n=s}	223.0	0.27328431372549017	0
5371	[{3}, {122, 11, 131}, {131}]	{pos_NC} {dep_dep,pos_P+D,feats_n=p} {feats_n=p}	223.0	0.27328431372549017	0
5373	[{3, 4}, {42, 19}]	{pos_NC,feats_n=s} {feats_g=m,dep_mod}	223.0	0.27328431372549017	0
5380	[{4}, {3}, {10}, {4}, {4}]	{feats_n=s} {pos_NC} {pos_P} {feats_n=s} {feats_n=s}	223.0	0.27328431372549017	0
5375	[{3, 5}, {42}, {131}]	{pos_NC,feats_g=f} {dep_mod} {feats_n=p}	223.0	0.27328431372549017	0
5381	[{4}, {3, 4}, {9, 10}, {80, 81}, {15}]	{feats_n=s} {pos_NC,feats_n=s} {lemma_de,pos_P} {pos_DET,dep_det} {dep_prep}	223.0	0.27328431372549017	0
5382	[{4}, {3, 4, 5}, {9, 11}, {15}]	{feats_n=s} {pos_NC,feats_n=s,feats_g=f} {lemma_de,dep_dep} {dep_prep}	223.0	0.27328431372549017	0
5378	[{3, 19}, {9}, {5, 15}]	{pos_NC,feats_g=m} {lemma_de} {feats_g=f,dep_prep}	223.0	0.27328431372549017	0
5370	[{3}, {9, 42}, {3, 15}]	{pos_NC} {lemma_de,dep_mod} {pos_NC,dep_prep}	223.0	0.27328431372549017	0
5391	[{19, 4}, {10}, {80, 81, 4}]	{feats_n=s,feats_g=m} {pos_P} {feats_n=s,pos_DET,dep_det}	223.0	0.27328431372549017	0
5383	[{4}, {3, 4, 15}, {9}, {4}]	{feats_n=s} {pos_NC,feats_n=s,dep_prep} {lemma_de} {feats_n=s}	223.0	0.27328431372549017	0
5418	[{42}, {42}, {42}]	{dep_mod} {dep_mod} {dep_mod}	223.0	0.27328431372549017	0
5410	[{19}, {9, 10}, {4, 15}]	{feats_g=m} {lemma_de,pos_P} {feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5411	[{19}, {11}, {4, 15}]	{feats_g=m} {dep_dep} {feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5412	[{42, 19}, {10}]	{feats_g=m,dep_mod} {pos_P}	223.0	0.27328431372549017	0
5413	[{80, 81, 19}, {3, 19}, {42}]	{feats_g=m,pos_DET,dep_det} {pos_NC,feats_g=m} {dep_mod}	223.0	0.27328431372549017	0
5414	[{42, 23}]	{wp_',dep_mod}	223.0	0.27328431372549017	0
5415	[{42}, {4, 5}, {3, 4, 5, 15}]	{dep_mod} {feats_n=s,feats_g=f} {pos_NC,feats_n=s,feats_g=f,dep_prep}	223.0	0.27328431372549017	0
5384	[{4}, {4}, {9}, {3, 4, 15}]	{feats_n=s} {feats_n=s} {lemma_de} {pos_NC,feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5416	[{42}, {10, 42}, {80, 4}]	{dep_mod} {pos_P,dep_mod} {feats_n=s,pos_DET}	223.0	0.27328431372549017	0
5417	[{42}, {19}, {9}]	{dep_mod} {feats_g=m} {lemma_de}	223.0	0.27328431372549017	0
5419	[{42}, {80, 81}, {19, 4, 15}]	{dep_mod} {pos_DET,dep_det} {feats_n=s,dep_prep,feats_g=m}	223.0	0.27328431372549017	0
5408	[{11}, {80, 81, 4}, {3}]	{dep_dep} {feats_n=s,pos_DET,dep_det} {pos_NC}	223.0	0.27328431372549017	0
5420	[{42}, {131}, {3, 15}, {42}]	{dep_mod} {feats_n=p} {pos_NC,dep_prep} {dep_mod}	223.0	0.27328431372549017	0
5421	[{392, 73, 69, 391}]	{feats_p=3,pos_V,lemma_avoir,feats_t=P}	223.0	0.27328431372549017	0
5422	[{80, 81}, {3}, {10}, {4}, {15}]	{pos_DET,dep_det} {pos_NC} {pos_P} {feats_n=s} {dep_prep}	223.0	0.27328431372549017	0
5423	[{80, 81}, {3, 15}, {9, 11}]	{pos_DET,dep_det} {pos_NC,dep_prep} {lemma_de,dep_dep}	223.0	0.27328431372549017	0
5424	[{80, 81}, {15}, {10}, {15}]	{pos_DET,dep_det} {dep_prep} {pos_P} {dep_prep}	223.0	0.27328431372549017	0
5425	[{80, 81}, {19}, {9, 10}]	{pos_DET,dep_det} {feats_g=m} {lemma_de,pos_P}	223.0	0.27328431372549017	0
5426	[{131}, {10}, {80, 81, 4}, {15}]	{feats_n=p} {pos_P} {feats_n=s,pos_DET,dep_det} {dep_prep}	223.0	0.27328431372549017	0
5427	[{131}, {19}, {56, 55}]	{feats_n=p} {feats_g=m} {pos_PONCT,dep_ponct}	223.0	0.27328431372549017	0
5428	[{131, 147}, {3, 131, 5, 15}]	{feats_n=p,wp_▁des} {pos_NC,feats_g=f,dep_prep,feats_n=p}	223.0	0.27328431372549017	0
5409	[{15}, {9, 10, 12}, {80, 81}]	{dep_prep} {lemma_de,pos_P,wp_▁de} {pos_DET,dep_det}	223.0	0.27328431372549017	0
5374	[{3, 4, 15}, {131}]	{pos_NC,feats_n=s,dep_prep} {feats_n=p}	223.0	0.27328431372549017	0
5407	[{10, 42}, {80, 81}, {15}, {56, 55}]	{pos_P,dep_mod} {pos_DET,dep_det} {dep_prep} {pos_PONCT,dep_ponct}	223.0	0.27328431372549017	0
5399	[{9, 10}, {80, 81}, {15}, {42}]	{lemma_de,pos_P} {pos_DET,dep_det} {dep_prep} {dep_mod}	223.0	0.27328431372549017	0
5385	[{4}, {4}, {10}, {80, 81, 4}, {3, 4, 15}]	{feats_n=s} {feats_n=s} {pos_P} {feats_n=s,pos_DET,dep_det} {pos_NC,feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5386	[{4}, {19, 4}, {9, 10, 12}]	{feats_n=s} {feats_n=s,feats_g=m} {lemma_de,pos_P,wp_▁de}	223.0	0.27328431372549017	0
5387	[{4}, {5}, {9}, {4}]	{feats_n=s} {feats_g=f} {lemma_de} {feats_n=s}	223.0	0.27328431372549017	0
5388	[{4}, {122, 11, 131}]	{feats_n=s} {dep_dep,pos_P+D,feats_n=p}	223.0	0.27328431372549017	0
5389	[{4}, {15}, {153, 42}]	{feats_n=s} {dep_prep} {dep_mod,pos_ADJ}	223.0	0.27328431372549017	0
5390	[{4}, {42}, {3, 19}]	{feats_n=s} {dep_mod} {pos_NC,feats_g=m}	223.0	0.27328431372549017	0
5392	[{80, 81, 19, 4}, {19}, {42}]	{feats_n=s,feats_g=m,pos_DET,dep_det} {feats_g=m} {dep_mod}	223.0	0.27328431372549017	0
5393	[{80, 81, 4}, {3, 4, 15}, {9}, {15}]	{feats_n=s,pos_DET,dep_det} {pos_NC,feats_n=s,dep_prep} {lemma_de} {dep_prep}	223.0	0.27328431372549017	0
5394	[{80, 81, 4}, {3, 5}, {9, 10}]	{feats_n=s,pos_DET,dep_det} {pos_NC,feats_g=f} {lemma_de,pos_P}	223.0	0.27328431372549017	0
5395	[{80, 81, 4}, {4}, {9}, {5}]	{feats_n=s,pos_DET,dep_det} {feats_n=s} {lemma_de} {feats_g=f}	223.0	0.27328431372549017	0
5396	[{5}, {169, 170, 172}]	{feats_g=f} {lemma_et,pos_CC,wp_▁et}	223.0	0.27328431372549017	0
5397	[{5, 15}, {11}, {15}]	{feats_g=f,dep_prep} {dep_dep} {dep_prep}	223.0	0.27328431372549017	0
5406	[{10, 11}, {80, 81}, {4, 15}]	{pos_P,dep_dep} {pos_DET,dep_det} {feats_n=s,dep_prep}	223.0	0.27328431372549017	0
5398	[{5, 15}, {42}, {4}]	{feats_g=f,dep_prep} {dep_mod} {feats_n=s}	223.0	0.27328431372549017	0
5405	[{10, 11}, {4}, {3, 15}]	{pos_P,dep_dep} {feats_n=s} {pos_NC,dep_prep}	223.0	0.27328431372549017	0
5404	[{10}, {80, 81, 19, 4}, {3, 15}]	{pos_P} {feats_n=s,feats_g=m,pos_DET,dep_det} {pos_NC,dep_prep}	223.0	0.27328431372549017	0
5403	[{10}, {4}, {3, 4, 15}, {9}, {15}]	{pos_P} {feats_n=s} {pos_NC,feats_n=s,dep_prep} {lemma_de} {dep_prep}	223.0	0.27328431372549017	0
5402	[{9, 10, 12, 42}, {15}]	{lemma_de,pos_P,wp_▁de,dep_mod} {dep_prep}	223.0	0.27328431372549017	0
5401	[{9, 10, 12}, {19}]	{lemma_de,pos_P,wp_▁de} {feats_g=m}	223.0	0.27328431372549017	0
5400	[{9, 10, 11}, {4}, {15}]	{lemma_de,pos_P,dep_dep} {feats_n=s} {dep_prep}	223.0	0.27328431372549017	0
6450	[{122, 131}, {19, 15}]	{pos_P+D,feats_n=p} {dep_prep,feats_g=m}	222.0	0.27205882352941174	0
6388	[{3, 4}, {9, 122}, {19}]	{pos_NC,feats_n=s} {lemma_de,pos_P+D} {feats_g=m}	222.0	0.27205882352941174	0
6436	[{42}, {10, 42}, {80, 81, 4}]	{dep_mod} {pos_P,dep_mod} {feats_n=s,pos_DET,dep_det}	222.0	0.27205882352941174	0
6385	[{3}, {10}, {80, 81}, {19, 15}]	{pos_NC} {pos_P} {pos_DET,dep_det} {dep_prep,feats_g=m}	222.0	0.27205882352941174	0
6386	[{3}, {10, 42}, {80, 81}, {4}]	{pos_NC} {pos_P,dep_mod} {pos_DET,dep_det} {feats_n=s}	222.0	0.27205882352941174	0
6387	[{3, 4}, {9, 10}, {4}, {4}]	{pos_NC,feats_n=s} {lemma_de,pos_P} {feats_n=s} {feats_n=s}	222.0	0.27205882352941174	0
6396	[{3, 15}, {10, 11}, {15}]	{pos_NC,dep_prep} {pos_P,dep_dep} {dep_prep}	222.0	0.27205882352941174	0
6389	[{3, 4}, {10}, {19}]	{pos_NC,feats_n=s} {pos_P} {feats_g=m}	222.0	0.27205882352941174	0
6390	[{3, 4, 5}, {122}, {3, 15}]	{pos_NC,feats_n=s,feats_g=f} {pos_P+D} {pos_NC,dep_prep}	222.0	0.27205882352941174	0
