	motifs_int	motifs_str	GR	freq_1	freq_2
12	[{18}, {24}, {3}]	{pos_ADP} {pos_DET} {pos_NOUN}	1.0583066209793301	870.0	2407
27	[{18}, {24, 25, 27, 23}, {3}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	1.0580783971239125	782.0	2164
51	[{18}, {5}, {3, 5}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	1.0580444611103772	778.0	2153
43	[{18}, {24}, {26, 3}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	1.0488292482541421	600.0	1675
37	[{18}, {5}, {26}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	1.0481351543716688	586.0	1637
32	[{18}, {5}, {26, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	1.0453235166884836	583.0	1633
52	[{18}, {24, 27}, {26}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	1.03544235808571	598.0	1691
42	[{18}, {24}, {26}]	{pos_ADP} {pos_DET} {feats_Gender=Fem}	1.033501940917843	629.0	1782
25	[{5}, {5}, {18}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP}	1.0261962923380847	695.0	1983
9	[{5}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	1.0198775017883903	612.0	1757
22	[{24}, {3}, {18}]	{pos_DET} {pos_NOUN} {pos_ADP}	1.019324418968523	643.0	1847
23	[{24, 27}, {3}, {18}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	1.006338521219162	608.0	1769
