	motifs_int	motifs_str	ISP_k	ISP_M	ISP_f	ISP_t	ISP_T	ISP_indice	MODYCO_k	MODYCO_M	MODYCO_f	MODYCO_t	MODYCO_T	MODYCO_indice
{5} {5} {17,18} {3}	[{5}, {5}, {17, 18}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {pos_NOUN}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5} {17,18} {5,24} {3,5}	[{5}, {17, 18}, {24, 5}, {3, 5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5} {18} {5,23,24,25,27,1271} {5}	[{5}, {18}, {5, 1271, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {feats_Number=Sing}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5} {26} {18} {24}	[{5}, {26}, {18}, {24}]	{feats_Number=Sing} {feats_Gender=Fem} {pos_ADP} {pos_DET}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5,24} {3,5} {18} {3}	[{24, 5}, {3, 5}, {18}, {3}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_NOUN}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5,24} {5} {18} {5,24}	[{24, 5}, {5}, {18}, {24, 5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5,24} {5} {18} {24} {3}	[{24, 5}, {5}, {18}, {24}, {3}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{18} {24,27} {4} {105}	[{18}, {24, 27}, {4}, {105}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Masc} {pos_PUNCT}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{24} {3} {17,18} {5,24,27}	[{24}, {3}, {17, 18}, {24, 27, 5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{24} {3,4} {18} {3}	[{24}, {3, 4}, {18}, {3}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {pos_ADP} {pos_NOUN}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{24,27} {3} {17,18} {3,5}	[{24, 27}, {3}, {17, 18}, {3, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN,feats_Number=Sing}	237.0	93.0	237	875	2236	inf			237	1361	2236	
{5} {5} {18} {24} {3}	[{5}, {5}, {18}, {24}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	334.0	293.0	749	875	2236	4.121635729100325	415.0	456.0	749	1361	2236	-3.9637746618524847
{23,24,25,27} {3} {18} {24}	[{24, 25, 27, 23}, {3}, {18}, {24}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET}	334.0	131.0	334	875	2236	inf			334	1361	2236	
{3} {17,18} {5,24} {3,5}	[{3}, {17, 18}, {24, 5}, {3, 5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{3} {18} {5,23,24,25,27,1271,82196} {5}	[{3}, {18}, {5, 1271, 82196, 23, 24, 25, 27}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{4,5} {4,5} {18} {5}	[{4, 5}, {4, 5}, {18}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{5} {17,18} {5} {3,5}	[{5}, {17, 18}, {5}, {3, 5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{18} {5} {5} {17,18,728,730}	[{18}, {5}, {5}, {728, 17, 18, 730}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{18} {5} {5} {18} {5}	[{18}, {5}, {5}, {18}, {5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{18} {5,23,24,25,27} {3,5} {105}	[{18}, {5, 23, 24, 25, 27}, {3, 5}, {105}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_PUNCT}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{18} {24,27} {3} {18} {3}	[{18}, {24, 27}, {3}, {18}, {3}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_NOUN}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{23,24,25,27} {3} {17,18} {5,24}	[{24, 25, 27, 23}, {3}, {17, 18}, {24, 5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{24} {4} {18} {24}	[{24}, {4}, {18}, {24}]	{pos_DET} {feats_Gender=Masc} {pos_ADP} {pos_DET}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{24,27} {3} {17,18,728,730} {5} {5}	[{24, 27}, {3}, {728, 17, 18, 730}, {5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	241.0	94.0	241	875	2236	inf			241	1361	2236	
{3,5} {18} {5,23,24,25,27} {5}	[{3, 5}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{5} {18} {24} {3,4}	[{5}, {18}, {24}, {3, 4}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Masc}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{18} {5,24,27} {3,5} {17,18}	[{18}, {24, 27, 5}, {3, 5}, {17, 18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{18} {23,24,25,27} {4} {18}	[{18}, {24, 25, 27, 23}, {4}, {18}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc} {pos_ADP}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{18} {24} {3} {17,18,728,730} {5}	[{18}, {24}, {3}, {728, 17, 18, 730}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{18} {24} {3,26} {18}	[{18}, {24}, {26, 3}, {18}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADP}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{23,24,25,27} {3} {18} {5,24,27}	[{24, 25, 27, 23}, {3}, {18}, {24, 27, 5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	259.0	101.0	259	875	2236	inf			259	1361	2236	
{23,24,25,27} {3} {18} {26}	[{24, 25, 27, 23}, {3}, {18}, {26}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	259.0	238.0	608	875	2236	1.7440078356215847	349.0	370.0	608	1361	2236	-1.642410141882451
{3,5} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {3,92}	[{3, 5}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {3, 92}]	{pos_NOUN,feats_Number=Sing} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {pos_NOUN,feats_Number=Plur}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{4} {18} {5} {5,26}	[{4}, {18}, {5}, {26, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{4,5} {18} {5,24,27} {5}	[{4, 5}, {18}, {24, 27, 5}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{5,24,27} {5} {18} {5,24}	[{24, 27, 5}, {5}, {18}, {24, 5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{17,18} {24,27} {3} {18}	[{17, 18}, {24, 27}, {3}, {18}]	{lemma_de,pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{17,18,730} {24} {3} {18}	[{17, 18, 730}, {24}, {3}, {18}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {pos_NOUN} {pos_ADP}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{18} {24,27} {4} {4}	[{18}, {24, 27}, {4}, {4}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Masc} {feats_Gender=Masc}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{23,24,25,27} {3,26} {18} {5}	[{24, 25, 27, 23}, {26, 3}, {18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{24,27} {3} {17,18,728,730} {3}	[{24, 27}, {3}, {728, 17, 18, 730}, {3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_NOUN}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{26} {18} {5,23,24,25,27} {3,5}	[{26}, {18}, {5, 23, 24, 25, 27}, {3, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{26} {26} {18} {5}	[{26}, {26}, {18}, {5}]	{feats_Gender=Fem} {feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	231.0	90.0	231	875	2236	inf			231	1361	2236	
{3,5} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{3, 5}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{pos_NOUN,feats_Number=Sing} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{3,26} {18} {5,24} {5}	[{26, 3}, {18}, {24, 5}, {5}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{5} {3,5} {18} {5,24}	[{5}, {3, 5}, {18}, {24, 5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{5} {17,18} {5} {3}	[{5}, {17, 18}, {5}, {3}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {pos_NOUN}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{5} {18} {5,24} {3,5,26}	[{5}, {18}, {24, 5}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	242.0	230.0	587	875	2236	0.9828431929729315	345.0	357.0	587	1361	2236	-0.9105933423687188
{5,24,27} {3,5} {17,18,728,730} {5}	[{24, 27, 5}, {3, 5}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{18} {24} {3,4} {18} {5}	[{18}, {24}, {3, 4}, {18}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{23,24,25,27} {3} {18} {23,24,25,27}	[{24, 25, 27, 23}, {3}, {18}, {24, 25, 27, 23}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{24,27} {3} {18} {3,26}	[{24, 27}, {3}, {18}, {26, 3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_NOUN,feats_Gender=Fem}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{24,27} {3} {18} {5,23,24,25,27} {5}	[{24, 27}, {3}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{24,27} {3} {18} {24,27} {3}	[{24, 27}, {3}, {18}, {24, 27}, {3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{26} {17,18} {5} {5}	[{26}, {17, 18}, {5}, {5}]	{feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	242.0	95.0	242	875	2236	inf			242	1361	2236	
{3,26} {18} {5} {5}	[{26, 3}, {18}, {5}, {5}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{5} {3,5} {18} {5} {5}	[{5}, {3, 5}, {18}, {5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{5} {17,18} {24} {3}	[{5}, {17, 18}, {24}, {3}]	{feats_Number=Sing} {lemma_de,pos_ADP} {pos_DET} {pos_NOUN}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{5} {18} {24} {4}	[{5}, {18}, {24}, {4}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Gender=Masc}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{5,24,27} {3,5} {18} {24}	[{24, 27, 5}, {3, 5}, {18}, {24}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{24,27} {26} {18} {5}	[{24, 27}, {26}, {18}, {5}]	{pos_DET,feats_PronType=Art} {feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{24,92} {3,92} {18} {5}	[{24, 92}, {3, 92}, {18}, {5}]	{pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {pos_ADP} {feats_Number=Sing}	271.0	106.0	271	875	2236	inf			271	1361	2236	
{5} {5} {18} {5} {3}	[{5}, {5}, {18}, {5}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	266.0	239.0	610	875	2236	2.453783605959584	344.0	371.0	610	1361	2236	-2.3296932494974927
{5,23,24,25,27} {5} {18} {24}	[{5, 23, 24, 25, 27}, {5}, {18}, {24}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET}	266.0	104.0	266	875	2236	inf			266	1361	2236	
{5,24} {5} {18} {5} {5}	[{24, 5}, {5}, {18}, {5}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	266.0	104.0	266	875	2236	inf			266	1361	2236	
{24} {3} {18} {24,27} {3}	[{24}, {3}, {18}, {24, 27}, {3}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	266.0	104.0	266	875	2236	inf			266	1361	2236	
{24,27} {3} {17,18} {26}	[{24, 27}, {3}, {17, 18}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Gender=Fem}	266.0	249.0	637	875	2236	1.3069464932658188	371.0	388.0	637	1361	2236	-1.2227814610112135
{24,27} {3} {18} {23,24,25,27}	[{24, 27}, {3}, {18}, {24, 25, 27, 23}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	266.0	104.0	266	875	2236	inf			266	1361	2236	
{92} {92} {18} {24}	[{92}, {92}, {18}, {24}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_DET}	266.0	104.0	266	875	2236	inf			266	1361	2236	
{4} {17,18,728,730} {5} {5}	[{4}, {728, 17, 18, 730}, {5}, {5}]	{feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{5} {5} {18} {5,24,27} {3,5}	[{5}, {5}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{5} {17,18,728,730} {5,23,24,25,27} {5}	[{5}, {728, 17, 18, 730}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{5} {18} {26} {5}	[{5}, {18}, {26}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Gender=Fem} {feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{5,24} {5} {18} {5,24} {5}	[{24, 5}, {5}, {18}, {24, 5}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{24} {3,26} {17,18} {5}	[{24}, {26, 3}, {17, 18}, {5}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{24,27} {3} {18} {4}	[{24, 27}, {3}, {18}, {4}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Gender=Masc}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{26} {18} {24} {3,26}	[{26}, {18}, {24}, {26, 3}]	{feats_Gender=Fem} {pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	234.0	91.0	234	875	2236	inf			234	1361	2236	
{4} {18} {5,24,27} {5}	[{4}, {18}, {24, 27, 5}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	331.0	274.0	700	875	2236	7.367888240840983	369.0	426.0	700	1361	2236	-7.147015210853903
{5,24} {3,5} {18} {5}	[{24, 5}, {3, 5}, {18}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	331.0	295.0	754	875	2236	3.364326305544955	423.0	459.0	754	1361	2236	-3.223746860524285
{3} {18} {24,27} {26}	[{3}, {18}, {24, 27}, {26}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	287.0	261.0	667	875	2236	2.2097552467150616	380.0	406.0	667	1361	2236	-2.0959559425838017
{3,5} {18} {24,27} {3}	[{3, 5}, {18}, {24, 27}, {3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	287.0	249.0	637	875	2236	3.890587219588702	350.0	388.0	637	1361	2236	-3.7312080006919652
{24,27} {3} {18} {3,5}	[{24, 27}, {3}, {18}, {3, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing}	287.0	112.0	287	875	2236	inf			287	1361	2236	
{944,945,946,948} {17,18,728,730,878} {4,5,23,24,25,27,43,44} {4,5}	[{944, 945, 946, 948}, {878, 17, 18, 728, 730}, {4, 5, 43, 44, 23, 24, 25, 27}, {4, 5}]	{lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	287.0	112.0	287	875	2236	inf			287	1361	2236	
{18} {23,24,25,27} {3} {18} {5}	[{18}, {24, 25, 27, 23}, {3}, {18}, {5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	296.0	116.0	296	875	2236	inf			296	1361	2236	
{24,27} {3} {18} {5,24}	[{24, 27}, {3}, {18}, {24, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET}	296.0	116.0	296	875	2236	inf			296	1361	2236	
{24,27} {3} {18} {24} {3}	[{24, 27}, {3}, {18}, {24}, {3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN}	296.0	116.0	296	875	2236	inf			296	1361	2236	
{3,5} {18} {5,24,27} {3,5}	[{3, 5}, {18}, {24, 27, 5}, {3, 5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{4} {17,18,730} {5} {5}	[{4}, {17, 18, 730}, {5}, {5}]	{feats_Gender=Masc} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{5} {3,5} {18} {26}	[{5}, {3, 5}, {18}, {26}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	235.0	227.0	580	875	2236	0.7004117199415393	345.0	353.0	580	1361	2236	-0.6420312747792626
{5} {17,18,728,730} {24} {3}	[{5}, {728, 17, 18, 730}, {24}, {3}]	{feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {pos_NOUN}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{5} {17,18,730} {5,23,24,25,27} {5}	[{5}, {17, 18, 730}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{17,18,728,730} {5,23,24,25,27} {5} {105}	[{728, 17, 18, 730}, {5, 23, 24, 25, 27}, {5}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{18} {24,27} {3} {26}	[{18}, {24, 27}, {3}, {26}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Gender=Fem}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{24} {3} {18} {92}	[{24}, {3}, {18}, {92}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Plur}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{24} {26} {17,18} {5}	[{24}, {26}, {17, 18}, {5}]	{pos_DET} {feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{24,27} {3} {18} {5,24} {3,5}	[{24, 27}, {3}, {18}, {24, 5}, {3, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	235.0	92.0	235	875	2236	inf			235	1361	2236	
{4} {18} {24,27} {3}	[{4}, {18}, {24, 27}, {3}]	{feats_Gender=Masc} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	316.0	280.0	716	875	2236	3.4128812608919574	400.0	436.0	716	1361	2236	-3.269394888773744
{5,24,27} {3,5} {18} {5}	[{24, 27, 5}, {3, 5}, {18}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	316.0	282.0	722	875	2236	3.0714882381502484	406.0	440.0	722	1361	2236	-2.9366295165928427
{24,27} {3} {18} {26}	[{24, 27}, {3}, {18}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	316.0	289.0	738	875	2236	2.265577566993264	422.0	449.0	738	1361	2236	-2.15306408268635
{3} {18} {5,26} {5}	[{3}, {18}, {26, 5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{5} {3,5} {17,18} {3}	[{5}, {3, 5}, {17, 18}, {3}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {pos_NOUN}	219.0	86.0	219	875	2236	inf			219	1361	2236	
