	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO	AVERAGE	VAR	ST.DEV
{5} {4,5} {93}	[{5}, {4, 5}, {93}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Person=3}	-8.25	-1.30	-2.06	-0.84	-2.44	10.78	-1.98	-18.40	-8.40	-1.30	-2.03	-2.18	-2.90	-2.82	-3.14	16.00	-2.81	-2.47	-1.44	-6.31	-0.71	-7.40	-9.01	-2.05	-1.75	-1.51	-0.55	-0.59	-3.35	-1.29	-1.70	-3.54	-0.99	-1.72	-1.97	-0.76	-2.01	-0.73	-2.26	25.74	5.07
{4,5} {4} {93}	[{4, 5}, {4}, {93}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc} {feats_Person=3}	-8.09	-1.27	-2.02	-0.82	-2.39	11.38	-1.94	-18.04	-8.23	-1.27	-1.99	-2.13	-2.84	-2.76	-3.08	16.00	-2.76	-2.43	-1.41	-6.18	-0.70	-7.26	-8.83	-2.01	-1.72	-1.48	-0.54	-0.58	-3.29	-1.27	-1.66	-3.47	-0.97	-1.68	-1.94	-0.75	-1.97	-0.72	-2.19	25.62	5.06
{4,5} {5} {93}	[{4, 5}, {5}, {93}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing} {feats_Person=3}	-8.09	-1.27	-2.02	-0.82	-2.39	11.38	-1.94	-18.04	-8.23	-1.27	-1.99	-2.13	-2.84	-2.76	-3.08	16.00	-2.76	-2.43	-1.41	-6.18	-0.70	-7.26	-8.83	-2.01	-1.72	-1.48	-0.54	-0.58	-3.29	-1.27	-1.66	-3.47	-0.97	-1.68	-1.94	-0.75	-1.97	-0.72	-2.19	25.62	5.06
{18} {5} {4,5} {4,5}	[{18}, {5}, {4, 5}, {4, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	-9.57	16.00	-2.39	-0.97	-2.83	-0.90	-2.30	-16.00	-9.75	10.11	-2.35	-2.53	-3.36	-3.27	-3.65	-1.57	-3.26	-2.87	-1.67	-7.32	-0.82	-8.59	-10.46	-2.38	-2.04	-1.76	-0.64	-0.68	-3.89	-1.50	-1.97	-4.11	-1.15	-1.99	-2.29	-0.88	-2.33	-0.85	-2.60	25.49	5.05
{5,23,24,25,27} {5} {4,5}	[{5, 23, 24, 25, 27}, {5}, {4, 5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	-9.51	16.00	-2.38	-0.97	-2.81	-0.90	-2.28	-16.00	-9.68	10.26	-2.34	-2.51	-3.34	-3.25	-3.62	-1.56	-3.24	-2.85	-1.66	-7.27	-0.82	-8.53	-10.39	-2.37	-2.02	-1.75	-0.63	-0.68	-3.87	-1.49	-1.96	-4.08	-1.15	-1.98	-2.28	-0.88	-2.32	-0.84	-2.58	25.48	5.05
{4} {5} {93}	[{4}, {5}, {93}]	{feats_Gender=Masc} {feats_Number=Sing} {feats_Person=3}	-8.12	-1.28	-2.03	-0.83	-2.40	10.98	-1.95	-18.11	-8.27	-1.28	-1.99	-2.14	-2.85	-2.77	-3.09	16.00	-2.77	-2.44	-1.42	-6.21	-0.70	-7.29	-8.87	-2.02	-1.73	-1.49	-0.54	-0.58	-3.30	-1.27	-1.67	-3.48	-0.98	-1.69	-1.94	-0.75	-1.98	-0.72	-2.21	25.44	5.04
{5,23,24,25,27} {4,5} {4}	[{5, 23, 24, 25, 27}, {4, 5}, {4}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	-9.25	16.00	-2.31	-0.94	-2.74	-0.87	-2.22	-16.00	-9.42	10.77	-2.27	-2.44	-3.25	-3.16	-3.52	-1.52	-3.15	-2.77	-1.62	-7.07	-0.80	-8.30	-10.11	-2.30	-1.97	-1.70	-0.61	-0.66	-3.76	-1.45	-1.90	-3.97	-1.12	-1.92	-2.21	-0.85	-2.25	-0.82	-2.49	25.41	5.04
{5} {5} {3,4,5}	[{5}, {5}, {3, 4, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	-9.48	16.00	-2.37	-0.96	-2.80	-0.89	-2.28	-16.00	-9.65	10.14	-2.33	-2.50	-3.33	-3.24	-3.61	-1.55	-3.23	-2.84	-1.66	-7.25	-0.82	-8.51	-10.35	-2.36	-2.02	-1.74	-0.63	-0.68	-3.85	-1.49	-1.95	-4.07	-1.14	-1.97	-2.27	-0.87	-2.31	-0.84	-2.57	25.34	5.03
{5} {3} {18} {5} {5,26}	[{5}, {3}, {18}, {5}, {26, 5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	-9.22	-1.45	-2.31	-0.94	-2.73	-0.87	-2.21	-16.00	-9.39	-1.45	10.80	-2.43	-3.24	-3.15	-3.51	-1.51	-3.14	-2.76	-1.61	-7.05	-0.79	-8.27	-10.07	-2.29	-1.96	-1.69	-0.61	16.00	-3.75	-1.45	-1.90	-3.96	-1.11	-1.92	-2.21	-0.85	-2.25	-0.82	-2.48	25.34	5.03
{130} {105} {130}	[{130}, {105}, {130}]	{pos_PROPN} {pos_PUNCT} {pos_PROPN}	-12.07	-1.90	-3.02	-1.23	-3.57	-1.14	-2.90	-16.00	-12.28	-1.90	-2.96	-3.18	-4.24	-4.12	-4.60	-1.98	-4.11	-3.62	-2.11	-9.23	-1.04	-10.83	-13.18	-3.00	-2.57	-2.22	-0.80	-0.86	16.00	-1.89	-2.48	-5.18	-1.45	-2.51	-2.89	-1.11	-2.94	-1.07	-3.58	25.34	5.03
{24,27} {11} {3}	[{24, 27}, {11}, {3}]	{pos_DET,feats_PronType=Art} {pos_ADJ} {pos_NOUN}	-9.15	16.00	-2.29	-0.93	-2.71	-0.86	-2.20	-16.00	-9.32	10.21	-2.25	-2.42	-3.22	-3.13	-3.49	-1.50	-3.12	-2.75	-1.60	-7.00	-0.79	-8.22	-10.00	-2.28	-1.95	-1.68	-0.61	-0.65	-3.72	-1.44	-1.88	-3.93	-1.10	-1.90	-2.19	-0.84	-2.23	-0.81	-2.47	24.85	4.99
{18} {5,23,24,25,27,1271,82196} {3,5,26}	[{18}, {5, 1271, 82196, 23, 24, 25, 27}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-6.57	-1.03	-1.64	-0.67	-1.94	-0.62	-1.58	-14.65	-6.69	-1.03	-1.61	-1.73	-2.31	-2.25	-2.50	-1.08	-2.24	-1.97	-1.15	-5.02	-0.57	-5.90	-7.18	-1.64	-1.40	-1.21	-0.44	16.00	-2.67	-1.03	-1.35	-2.82	-0.79	-1.37	-1.57	16.00	-1.60	-0.58	-1.54	24.71	4.97
{5,23,24,25,27} {5} {93}	[{5, 23, 24, 25, 27}, {5}, {93}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Person=3}	-7.80	-1.22	-1.95	-0.79	-2.31	-0.73	-1.87	-17.39	-7.94	-1.23	-1.91	-2.06	-2.74	-2.66	-2.97	16.00	-2.66	-2.34	-1.36	-5.96	11.25	-7.00	-8.52	-1.94	-1.66	-1.43	-0.52	-0.56	-3.17	-1.22	-1.60	-3.35	-0.94	-1.62	-1.87	-0.72	-1.90	-0.69	-2.09	24.56	4.96
{4,5,24} {5} {105}	[{24, 4, 5}, {5}, {105}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	-7.76	-1.22	-1.94	-0.79	-2.30	-0.73	-1.87	-17.32	-7.90	-1.22	-1.91	-2.05	-2.73	-2.65	-2.96	-1.27	-2.65	-2.33	-1.36	-5.94	-0.67	-6.97	-8.48	-1.93	-1.65	-1.43	-0.52	-0.55	-3.16	16.00	-1.60	-3.33	-0.94	-1.61	-1.86	11.23	-1.89	-0.69	-2.08	24.44	4.94
{5} {5} {18} {23,24,25,27} {3,26}	[{5}, {5}, {18}, {24, 25, 27, 23}, {26, 3}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	-11.03	-1.73	-2.76	-1.12	-3.26	-1.04	-2.65	-16.00	-11.23	-1.74	11.60	-2.91	-3.88	-3.77	-4.20	-1.81	-3.76	-3.31	-1.93	-8.43	10.44	-9.90	-12.05	-2.75	-2.35	-2.03	-0.73	-0.79	-4.49	-1.73	-2.27	-4.73	-1.33	-2.29	-2.64	-1.02	-2.69	-0.98	-3.14	24.34	4.93
{5,24,27} {5} {93}	[{24, 27, 5}, {5}, {93}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {feats_Person=3}	-7.93	-1.24	-1.98	-0.81	-2.34	-0.75	-1.90	-17.68	-8.07	-1.25	-1.95	-2.09	-2.78	-2.71	-3.02	16.00	-2.70	-2.38	-1.39	-6.06	10.22	-7.11	-8.66	-1.97	-1.69	-1.46	-0.53	-0.57	-3.22	-1.24	-1.63	-3.40	-0.96	-1.65	-1.90	-0.73	-1.93	-0.70	-2.16	24.26	4.93
{4,5,24,25,27} {4,5} {18}	[{4, 5, 24, 25, 27}, {4, 5}, {18}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	-11.22	-1.76	-2.81	-1.14	-3.32	-1.06	-2.70	-16.00	-11.43	-1.77	-2.76	10.21	-3.94	-3.84	-4.27	-1.84	-3.83	-3.37	-1.96	-8.58	10.08	-10.07	-12.26	-2.79	-2.39	-2.06	-0.75	-0.80	-4.56	-1.76	-2.31	-4.82	-1.35	-2.33	-2.69	-1.03	-2.73	-1.00	-3.24	23.38	4.84
{24} {3} {18} {5,24,27} {3,5,26}	[{24}, {3}, {18}, {24, 27, 5}, {26, 3, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-10.48	-1.65	-2.62	-1.07	-3.10	-0.99	-2.52	-16.00	-10.67	-1.65	11.62	-2.77	-3.68	-3.58	-3.99	-1.72	-3.57	-3.14	-1.83	-8.01	-0.90	-9.41	-11.45	-2.61	-2.23	-1.92	-0.70	-0.75	-4.26	-1.64	-2.16	-4.50	-1.26	-2.18	-2.51	10.39	-2.55	-0.93	-2.97	23.32	4.83
{5} {3,5,26} {11}	[{5}, {26, 3, 5}, {11}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {pos_ADJ}	-7.63	-1.20	-1.91	-0.78	-2.26	-0.72	-1.83	-17.03	-7.77	-1.20	-1.87	-2.01	-2.68	-2.61	-2.91	-1.25	-2.60	-2.29	-1.34	-5.84	10.10	-6.85	-8.34	-1.90	-1.62	-1.40	-0.51	-0.54	-3.11	16.00	-1.57	-3.28	-0.92	-1.59	-1.83	-0.70	-1.86	-0.68	-2.06	23.24	4.82
{4} {17,18,728,730} {5,24}	[{4}, {728, 17, 18, 730}, {24, 5}]	{feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET}	-5.92	-0.93	-1.48	-0.60	-1.75	-0.56	-1.42	-13.21	-6.03	-0.93	-1.45	-1.56	-2.08	-2.02	-2.26	-0.97	-2.02	-1.78	-1.04	-4.53	16.00	-5.32	-6.47	-1.47	-1.26	-1.09	-0.39	-0.42	-2.41	-0.93	-1.22	-2.54	-0.71	-1.23	-1.42	16.00	-1.44	-0.53	-1.30	22.91	4.79
{4} {17,18,728,730} {5,24} {5}	[{4}, {728, 17, 18, 730}, {24, 5}, {5}]	{feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-5.89	-0.93	-1.47	-0.60	-1.74	-0.55	-1.42	-13.14	-6.00	-0.93	-1.45	-1.55	-2.07	-2.01	-2.24	-0.97	-2.01	-1.77	-1.03	-4.50	16.00	-5.29	-6.44	-1.47	-1.25	-1.08	-0.39	-0.42	-2.40	-0.92	-1.21	-2.53	-0.71	-1.23	-1.41	16.00	-1.44	-0.52	-1.29	22.83	4.78
{18} {5,24} {4,5} {18}	[{18}, {24, 5}, {4, 5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	-10.45	-1.64	-2.61	-1.06	-3.09	-0.98	-2.51	-16.00	-10.64	-1.64	-2.57	10.63	-3.67	-3.57	-3.98	-1.71	-3.56	-3.13	-1.83	-7.99	10.75	-9.38	-11.41	-2.60	-2.22	-1.92	-0.69	-0.75	-4.25	-1.64	-2.15	-4.48	-1.26	-2.17	-2.50	-0.96	-2.55	-0.93	-2.98	22.76	4.77
{4} {18} {5,26} {5}	[{4}, {18}, {26, 5}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-10.45	-1.64	-2.61	-1.06	-3.09	-0.98	-2.51	-16.00	-10.64	-1.64	-2.57	10.63	-3.67	-3.57	-3.98	-1.71	-3.56	-3.13	-1.83	-7.99	10.75	-9.38	-11.41	-2.60	-2.22	-1.92	-0.69	-0.75	-4.25	-1.64	-2.15	-4.48	-1.26	-2.17	-2.50	-0.96	-2.55	-0.93	-2.98	22.76	4.77
{17,18,728,730} {5,23,24,25,27,1271,82196} {3,5}	[{728, 17, 18, 730}, {5, 1271, 82196, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {pos_NOUN,feats_Number=Sing}	-5.86	-0.92	-1.47	-0.60	-1.73	-0.55	-1.41	-13.07	-5.97	-0.92	-1.44	-1.55	-2.06	-2.00	-2.23	-0.96	-2.00	-1.76	-1.03	-4.48	-0.50	-5.26	-6.40	-1.46	-1.25	-1.08	-0.39	16.00	-2.38	-0.92	-1.21	-2.51	-0.71	-1.22	-1.40	16.00	-1.43	-0.52	-1.28	22.74	4.77
{18} {5} {105}	[{18}, {5}, {105}]	{pos_ADP} {feats_Number=Sing} {pos_PUNCT}	-7.51	-1.18	-1.88	-0.76	-2.22	-0.71	-1.80	-16.00	-7.64	-1.18	-1.84	-1.98	-2.64	-2.57	-2.86	-1.23	-2.56	-2.25	-1.31	-5.74	-0.65	-6.74	-8.20	-1.87	-1.60	-1.38	-0.50	-0.54	-3.05	16.00	-1.54	-3.22	-0.90	-1.56	-1.80	10.34	-1.83	-0.67	-1.99	22.43	4.74
{138,37640} {138} {138,37640}	[{37640, 138}, {138}, {37640, 138}]	{pos_X,feats_Foreign=Yes} {pos_X} {pos_X,feats_Foreign=Yes}	-8.64	-1.36	-2.16	-0.88	16.00	-0.81	-2.07	-19.26	-8.79	-1.36	-2.12	-2.28	-3.03	-2.95	-3.29	-1.42	-2.94	-2.59	-1.51	-6.60	-0.74	-7.75	-9.43	-2.15	-1.84	-1.59	-0.57	-0.62	-3.51	-1.35	-1.78	-3.71	-1.04	-1.80	-2.07	-0.80	-2.10	-0.77	-2.68	22.40	4.73
{3} {18} {5,23,24,25,27,1271} {3,5}	[{3}, {18}, {5, 1271, 23, 24, 25, 27}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {pos_NOUN,feats_Number=Sing}	-5.73	-0.90	-1.43	-0.58	-1.69	-0.54	-1.38	-12.78	-5.83	-0.90	-1.41	-1.51	-2.01	-1.96	-2.18	-0.94	-1.95	-1.72	-1.00	-4.38	-0.49	-5.14	-6.26	-1.43	-1.22	-1.05	-0.38	16.00	-2.33	-0.90	-1.18	-2.46	-0.69	-1.19	-1.37	16.00	-1.40	-0.51	-1.23	22.40	4.73
{94} {5} {5}	[{94}, {5}, {5}]	{feats_Tense=Pres} {feats_Number=Sing} {feats_Number=Sing}	-10.35	-1.63	-2.59	-1.05	-3.06	-0.97	-2.49	-16.00	-10.54	-1.63	-2.54	-2.73	16.00	-3.54	-3.94	-1.70	-3.53	-3.10	-1.81	-7.91	-0.89	-9.29	-11.31	-2.58	-2.20	-1.90	-0.69	-0.74	-4.21	-1.62	-2.13	-4.44	-1.25	-2.15	-2.48	-0.95	-2.52	-0.92	-3.09	22.33	4.73
{3} {17,18,728,730} {5,23,24,25,27,1271} {5}	[{3}, {728, 17, 18, 730}, {5, 1271, 23, 24, 25, 27}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {feats_Number=Sing}	-5.70	-0.90	-1.43	-0.58	-1.68	-0.54	-1.37	-12.71	-5.80	-0.90	-1.40	-1.50	-2.00	-1.95	-2.17	-0.93	-1.94	-1.71	-1.00	-4.36	-0.49	-5.11	-6.22	-1.42	-1.21	-1.05	-0.38	16.00	-2.32	-0.89	-1.17	-2.45	-0.69	-1.19	-1.36	16.00	-1.39	-0.51	-1.22	22.31	4.72
{138,37640} {138,37640} {138,37640}	[{37640, 138}, {37640, 138}, {37640, 138}]	{pos_X,feats_Foreign=Yes} {pos_X,feats_Foreign=Yes} {pos_X,feats_Foreign=Yes}	-8.60	-1.35	-2.15	-0.87	16.00	-0.81	-2.07	-19.19	-8.76	-1.35	-2.11	-2.27	-3.02	-2.94	-3.28	-1.41	-2.93	-2.58	-1.51	-6.58	-0.74	-7.72	-9.40	-2.14	-1.83	-1.58	-0.57	-0.61	-3.50	-1.35	-1.77	-3.69	-1.04	-1.79	-2.06	-0.79	-2.10	-0.76	-2.66	22.29	4.72
{105} {5,24} {5}	[{105}, {24, 5}, {5}]	{pos_PUNCT} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-10.32	-1.62	-2.58	-1.05	-3.05	-0.97	-2.48	-16.00	-10.50	-1.62	-2.53	-2.72	16.00	-3.53	-3.93	-1.69	-3.52	-3.09	-1.81	-7.89	-0.89	-9.26	-11.27	-2.57	-2.20	-1.89	-0.68	-0.74	-4.20	-1.62	-2.12	-4.43	-1.24	-2.15	-2.47	-0.95	-2.51	-0.92	-3.08	22.27	4.72
{4} {5} {18} {5} {5}	[{4}, {5}, {18}, {5}, {5}]	{feats_Gender=Masc} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-7.41	-1.16	-1.85	-0.75	-2.19	-0.70	-1.78	-16.00	-7.54	-1.17	-1.82	-1.95	-2.60	-2.53	-2.82	-1.22	-2.53	-2.22	-1.30	-5.66	10.32	-6.65	-8.09	-1.84	-1.58	-1.36	-0.49	-0.53	-3.01	16.00	-1.52	-3.18	-0.89	-1.54	-1.77	-0.68	-1.80	-0.66	-1.96	22.27	4.72
{5,24,25,27} {5} {18} {26}	[{24, 25, 27, 5}, {5}, {18}, {26}]	{feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	-10.58	-1.66	-2.64	-1.08	-3.13	-1.00	-2.54	-16.00	-10.77	-1.66	-2.60	10.33	-3.72	-3.61	-4.03	-1.74	-3.61	-3.17	-1.85	-8.09	10.02	-9.49	-11.55	-2.63	-2.25	-1.94	-0.70	-0.75	-4.30	-1.66	-2.18	-4.54	-1.28	-2.20	-2.53	-0.98	-2.58	-0.94	-3.04	22.25	4.72
{4,5,23,24,25,27,44} {4} {18}	[{4, 5, 44, 23, 24, 25, 27}, {4}, {18}]	{feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {feats_Gender=Masc} {pos_ADP}	-10.58	-1.66	-2.64	-1.08	-3.13	-1.00	-2.54	-16.00	-10.77	-1.66	-2.60	10.33	-3.72	-3.61	-4.03	-1.74	-3.61	-3.17	-1.85	-8.09	10.02	-9.49	-11.55	-2.63	-2.25	-1.94	-0.70	-0.75	-4.30	-1.66	-2.18	-4.54	-1.28	-2.20	-2.53	-0.98	-2.58	-0.94	-3.04	22.25	4.72
{5} {944,945,946,948} {17,18,730,878} {4,5,23,24,25,27,43,44}	[{5}, {944, 945, 946, 948}, {17, 18, 878, 730}, {4, 5, 43, 44, 23, 24, 25, 27}]	{feats_Number=Sing} {lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le}	-8.57	-1.35	-2.14	-0.87	-2.53	-0.81	-2.06	-19.12	-8.73	-1.35	-2.11	16.00	-3.01	-2.93	-3.26	-1.41	-2.92	-2.57	-1.50	-6.55	-0.74	-7.69	-9.36	-2.13	-1.82	-1.57	-0.57	-0.61	-3.49	-1.34	-1.76	-3.68	-1.03	-1.78	-2.05	-0.79	-2.09	-0.76	-2.66	22.18	4.71
{4} {3} {105}	[{4}, {3}, {105}]	{feats_Gender=Masc} {pos_NOUN} {pos_PUNCT}	-5.63	-0.88	-1.41	-0.57	-1.67	-0.53	-1.35	-12.57	-5.74	-0.89	-1.38	-1.49	-1.98	-1.93	-2.15	-0.92	-1.92	-1.69	-0.99	-4.31	-0.48	-5.06	-6.15	-1.40	-1.20	-1.03	-0.37	-0.40	-2.29	-0.88	-1.16	-2.42	-0.68	-1.17	-1.35	16.00	-1.37	16.00	-1.20	22.15	4.71
{5} {944,945,946,948} {17,18,728,730,878} {4,5,23,24,25,27,43,44}	[{5}, {944, 945, 946, 948}, {878, 17, 18, 728, 730}, {4, 5, 43, 44, 23, 24, 25, 27}]	{feats_Number=Sing} {lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le}	-8.54	-1.34	-2.14	-0.87	-2.53	-0.80	-2.05	-19.05	-8.69	-1.34	-2.10	16.00	-3.00	-2.92	-3.25	-1.40	-2.91	-2.56	-1.49	-6.53	-0.74	-7.66	-9.33	-2.13	-1.82	-1.57	-0.57	-0.61	-3.47	-1.34	-1.76	-3.67	-1.03	-1.78	-2.04	-0.79	-2.08	-0.76	-2.65	22.08	4.70
{5} {3,5} {4,5}	[{5}, {3, 5}, {4, 5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	-10.16	-1.60	-2.54	-1.03	-3.00	-0.96	-2.44	-16.00	-10.34	-1.60	-2.49	-2.68	16.00	-3.47	-3.87	-1.67	-3.46	-3.05	-1.78	-7.77	-0.87	-9.12	-11.09	-2.53	-2.16	-1.86	-0.67	-0.72	-4.13	-1.59	-2.09	-4.36	-1.22	-2.11	-2.43	-0.94	-2.47	-0.90	-3.03	22.01	4.69
{18,1254} {24} {3}	[{18, 1254}, {24}, {3}]	{pos_ADP,lemma_dans} {pos_DET} {pos_NOUN}	-9.99	-1.57	-2.50	-1.02	-2.96	-0.94	-2.40	-16.00	-10.18	-1.57	-2.45	-2.64	-3.51	-3.42	-3.81	-1.64	-3.41	-3.00	-1.75	-7.64	-0.86	-8.97	-10.92	10.54	-2.13	-1.84	-0.66	-0.71	-4.06	-1.57	-2.06	-4.29	-1.20	-2.08	-2.39	10.63	-2.43	-0.89	-2.85	21.83	4.67
{4} {3,4} {105}	[{4}, {3, 4}, {105}]	{feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc} {pos_PUNCT}	-5.50	-0.86	-1.38	-0.56	-1.63	-0.52	-1.32	-12.28	-5.60	-0.87	-1.35	-1.45	-1.93	-1.88	-2.10	-0.90	-1.88	-1.65	-0.96	-4.21	-0.47	-4.94	-6.01	-1.37	-1.17	-1.01	-0.37	-0.39	-2.24	-0.86	-1.13	-2.36	-0.66	-1.14	-1.32	16.00	-1.34	16.00	-1.15	21.82	4.67
{23,24,25,27} {3} {17,18,728,730} {5,24} {5}	[{24, 25, 27, 23}, {3}, {728, 17, 18, 730}, {24, 5}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-5.50	-0.86	-1.38	-0.56	-1.63	-0.52	-1.32	-12.28	-5.60	-0.87	-1.35	-1.45	-1.93	-1.88	-2.10	-0.90	-1.88	-1.65	-0.96	-4.21	16.00	-4.94	-6.01	-1.37	-1.17	-1.01	-0.37	-0.39	-2.24	-0.86	-1.13	-2.36	-0.66	-1.14	-1.32	16.00	-1.34	-0.49	-1.15	21.82	4.67
{5,23,24,25,27} {5} {18} {5,24} {5}	[{5, 23, 24, 25, 27}, {5}, {18}, {24, 5}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-9.74	-1.53	-2.43	-0.99	-2.88	-0.92	-2.34	-16.00	-9.91	-1.53	11.08	-2.57	-3.42	-3.33	-3.71	-1.60	-3.32	-2.92	-1.70	-7.44	10.65	-8.74	-10.64	-2.42	-2.07	-1.79	-0.65	-0.69	-3.96	-1.53	-2.00	-4.18	-1.17	-2.02	-2.33	-0.90	-2.37	-0.87	-2.76	21.80	4.67
{24} {3} {17,18,730} {5} {3,5}	[{24}, {3}, {17, 18, 730}, {5}, {3, 5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	-10.09	-1.59	-2.52	-1.03	-2.98	-0.95	-2.42	-16.00	-10.27	-1.59	10.56	-2.66	-3.55	-3.45	-3.84	-1.66	-3.44	-3.03	-1.77	-7.72	-0.87	-9.06	-11.02	-2.51	-2.15	-1.85	-0.67	-0.72	-4.10	-1.58	-2.08	-4.33	-1.22	-2.10	-2.42	10.29	-2.46	-0.90	-2.89	21.77	4.67
{17,18} {26} {3,26}	[{17, 18}, {26}, {26, 3}]	{lemma_de,pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	-6.86	-1.08	-1.72	-0.70	-2.03	-0.65	-1.65	-15.30	-6.98	-1.08	-1.68	-1.81	-2.41	-2.34	-2.61	-1.13	-2.34	-2.06	-1.20	-5.25	-0.59	-6.16	-7.49	-1.71	-1.46	-1.26	-0.46	16.00	-2.79	11.35	-1.41	-2.94	-0.83	-1.43	-1.64	-0.63	-1.67	-0.61	-1.75	21.73	4.66
