	motifs_int	motifs_str	k	M	f	t	T	indice
{23,24,25,27} {3} {5}	[{24, 25, 27, 23}, {3}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing}	242	95	6228	748	48978	10.72545081525232
{24} {5} {5,11}	[{24}, {5}, {11, 5}]	{pos_DET} {feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	258	95	6228	748	48978	10.72545081525232
{5} {18} {23,24,25,27} {26}	[{5}, {18}, {24, 25, 27, 23}, {26}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	245	66	4356	748	48978	10.724158731894875
{24,27} {3} {5,11}	[{24, 27}, {3}, {11, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing,pos_ADJ}	249	75	4923	748	48978	10.723464387460709
{5} {18} {24}	[{5}, {18}, {24}]	{feats_Number=Sing} {pos_ADP} {pos_DET}	396	236	15443	748	48978	10.722152760970449
{18} {5,23,24,25,27,82196} {5}	[{18}, {5, 82196, 23, 24, 25, 27}, {5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_’} {feats_Number=Sing}	198	71	4672	748	48978	10.72175877387997
{24,27} {3,26} {26}	[{24, 27}, {26, 3}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {feats_Gender=Fem}	260	81	5322	748	48978	10.720383893292942
{24} {3} {18} {5,24} {3}	[{24}, {3}, {18}, {24, 5}, {3}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	227	50	3287	748	48978	10.71805754695058
{18} {24,27} {3} {18} {5}	[{18}, {24, 27}, {3}, {18}, {5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	263	80	5251	748	48978	10.71789383379277
{5,24} {3,5} {18} {24,27}	[{24, 5}, {3, 5}, {18}, {24, 27}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	195	30	1995	748	48978	10.717350245238853
{4} {18} {24,27} {3,26}	[{4}, {18}, {24, 27}, {26, 3}]	{feats_Gender=Masc} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	196	30	1995	748	48978	10.717350245238853
{24} {4} {4}	[{24}, {4}, {4}]	{pos_DET} {feats_Gender=Masc} {feats_Gender=Masc}	292	111	7306	748	48978	10.716880187353228
{18} {4,5,24,27} {3,4}	[{18}, {24, 27, 4, 5}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	287	124	8158	748	48978	10.716829943885957
{3} {18} {3,26}	[{3}, {18}, {26, 3}]	{pos_NOUN} {pos_ADP} {pos_NOUN,feats_Gender=Fem}	281	93	6136	748	48978	10.714687453340776
{24,27} {3} {730}	[{24, 27}, {3}, {730}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {wp_▁de}	328	159	10445	748	48978	10.714619967600637
{18} {82196} {5}	[{18}, {82196}, {5}]	{pos_ADP} {wp_’} {feats_Number=Sing}	198	71	4681	748	48978	10.71126146164144
