	motifs_int	motifs_str	k	M	f	t	T	indice
{24,27} {5} {17,18,728,730}	[{24, 27}, {5}, {728, 17, 18, 730}]	{pos_DET,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	179	67	5212	630	48978	inf
{26} {18} {5,24,27}	[{26}, {18}, {24, 27, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	171	75	5839	630	48978	inf
{5} {18} {24,27} {3}	[{5}, {18}, {24, 27}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	218	138	10779	630	48978	inf
{18} {26} {3,26}	[{18}, {26}, {26, 3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	187	84	6585	630	48978	inf
{24,92} {92} {92}	[{24, 92}, {92}, {92}]	{pos_DET,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	217	105	8177	630	48978	inf
{23,24,25,27} {5} {17,18}	[{24, 25, 27, 23}, {5}, {17, 18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP}	191	71	5515	630	48978	inf
{5} {3} {18}	[{5}, {3}, {18}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP}	268	180	14003	630	48978	inf
{5} {3,5} {18}	[{5}, {3, 5}, {18}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP}	266	179	13949	630	48978	inf
{5} {18} {5,24} {3,5}	[{5}, {18}, {24, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	211	132	10251	630	48978	inf
{17,18,730,878} {23,24,25,27} {4}	[{17, 18, 878, 730}, {24, 25, 27, 23}, {4}]	{lemma_de,pos_ADP,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	198	111	8664	630	48978	inf
{18} {24} {3} {17,18,728,730}	[{18}, {24}, {3}, {728, 17, 18, 730}]	{pos_ADP} {pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de}	166	55	4271	630	48978	inf
{3} {18} {4}	[{3}, {18}, {4}]	{pos_NOUN} {pos_ADP} {feats_Gender=Masc}	214	73	5681	630	48978	inf
{24,27} {3} {17,18,728,730} {5}	[{24, 27}, {3}, {728, 17, 18, 730}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	184	67	5277	630	48978	inf
{18} {92} {3,4,92}	[{18}, {92}, {3, 4, 92}]	{pos_ADP} {feats_Number=Plur} {pos_NOUN,feats_Gender=Masc,feats_Number=Plur}	196	70	5456	630	48978	inf
