	motifs_int	motifs_str	k	M	f	t	T	indice
{3} {18} {92} {92}	[{3}, {18}, {92}, {92}]	{pos_NOUN} {pos_ADP} {feats_Number=Plur} {feats_Number=Plur}	0	6	579	567	48978	-2.945515874524742
{5,24,27} {3,4,5} {5}	[{24, 27, 5}, {3, 4, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	0	6	579	567	48978	-2.945515874524742
{18} {92} {3,92} {92}	[{18}, {92}, {3, 92}, {92}]	{pos_ADP} {feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {feats_Number=Plur}	0	6	580	567	48978	-2.950633722685491
{18} {24} {3,26} {11}	[{18}, {24}, {26, 3}, {11}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADJ}	0	6	582	567	48978	-2.9608697380060462
{17,18,728,730,878} {4,5,23,24,25,27,43,44} {3,4,5}	[{878, 17, 18, 728, 730}, {4, 5, 43, 44, 23, 24, 25, 27}, {3, 4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	6	582	567	48978	-2.9608697380060462
{24} {3} {18} {3,5,26}	[{24}, {3}, {18}, {26, 3, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	6	583	567	48978	-2.96598790526697
{17,18,730,878} {4,5,23,24,25,27,43,44} {3,4,5}	[{17, 18, 878, 730}, {4, 5, 43, 44, 23, 24, 25, 27}, {3, 4, 5}]	{lemma_de,pos_ADP,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	6	585	567	48978	-2.976224558863711
{3,26} {17,18} {26}	[{26, 3}, {17, 18}, {26}]	{pos_NOUN,feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Gender=Fem}	0	6	585	567	48978	-2.976224558863711
{17,18} {4,5,23,24,25,27,43,44} {3,4,5}	[{17, 18}, {4, 5, 43, 44, 23, 24, 25, 27}, {3, 4, 5}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	6	587	567	48978	-2.9864616380621736
{24,27} {3} {17,18,728,730} {3}	[{24, 27}, {3}, {728, 17, 18, 730}, {3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_NOUN}	0	6	588	567	48978	-2.9915803373252485
{3,5} {17,18} {5} {5,26}	[{3, 5}, {17, 18}, {5}, {26, 5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	6	589	567	48978	-2.9966991428876364
{92} {18} {5,24,27} {3,5}	[{92}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	6	590	567	48978	-3.001818054926293
{3,5} {17,18} {5} {26}	[{3, 5}, {17, 18}, {5}, {26}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	0	6	590	567	48978	-3.001818054926293
{18} {24} {26} {11}	[{18}, {24}, {26}, {11}]	{pos_ADP} {pos_DET} {feats_Gender=Fem} {pos_ADJ}	0	6	591	567	48978	-3.0069370733401004
{17,18,728,730} {5,24} {5} {105}	[{728, 17, 18, 730}, {24, 5}, {5}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	0	6	592	567	48978	-3.012056198204897
{5} {17,18,728,730} {5} {5,26}	[{5}, {728, 17, 18, 730}, {5}, {26, 5}]	{feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	6	592	567	48978	-3.012056198204897
{18,692,695} {24,27} {4}	[{18, 692, 695}, {24, 27}, {4}]	{pos_ADP,lemma_à,wp_▁à} {pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	6	593	567	48978	-3.0171754294701234
{5} {17,18,730} {5} {5,26}	[{5}, {17, 18, 730}, {5}, {26, 5}]	{feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	6	593	567	48978	-3.0171754294701234
