	motifs_int	motifs_str	k	M	f	t	T	indice
{3,92} {18} {24,27}	[{3, 92}, {18}, {24, 27}]	{pos_NOUN,feats_Number=Plur} {pos_ADP} {pos_DET,feats_PronType=Art}	0	15	98	7451	48978	-7.031280849160447
{4} {18} {5}	[{4}, {18}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	2509	2709	17807	7451	48978	-7.0961873937740805
{92} {92} {18} {5,23,24,25,27} {5}	[{92}, {92}, {18}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	15	99	7451	48978	-7.103107595836825
{4} {18} {5,23,24,25,27,1271} {3,5}	[{4}, {18}, {5, 1271, 23, 24, 25, 27}, {3, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {pos_NOUN,feats_Number=Sing}	0	15	99	7451	48978	-7.103107595836825
{92} {3,92} {18} {26}	[{92}, {3, 92}, {18}, {26}]	{feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {pos_ADP} {feats_Gender=Fem}	0	15	99	7451	48978	-7.103107595836825
{92} {3} {18} {26}	[{92}, {3}, {18}, {26}]	{feats_Number=Plur} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	0	15	100	7451	48978	-7.174935940491442
{3} {17,18,728,730} {5,23,24,25,27,1271,82196} {3,5}	[{3}, {728, 17, 18, 730}, {5, 1271, 82196, 23, 24, 25, 27}, {3, 5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {pos_NOUN,feats_Number=Sing}	0	15	101	7451	48978	-7.246765883225413
{92} {17,18} {5,26}	[{92}, {17, 18}, {26, 5}]	{feats_Number=Plur} {lemma_de,pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	15	101	7451	48978	-7.246765883225413
{3,4} {17,18,728,730} {5} {5}	[{3, 4}, {728, 17, 18, 730}, {5}, {5}]	{pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	0	15	101	7451	48978	-7.246765883225413
{3,4} {4} {105}	[{3, 4}, {4}, {105}]	{pos_NOUN,feats_Gender=Masc} {feats_Gender=Masc} {pos_PUNCT}	0	15	101	7451	48978	-7.246765883225413
{18} {24,27} {3,26}	[{18}, {24, 27}, {26, 3}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	2747	2953	19413	7451	48978	-7.264185941828571
{3,92} {18} {5,26}	[{3, 92}, {18}, {26, 5}]	{pos_NOUN,feats_Number=Plur} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	15	102	7451	48978	-7.31859742398818
{92} {92} {18} {5,26}	[{92}, {92}, {18}, {26, 5}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	15	102	7451	48978	-7.31859742398818
{3} {17,18,728,730} {5,23,24,25,27,1271} {3,5}	[{3}, {728, 17, 18, 730}, {5, 1271, 23, 24, 25, 27}, {3, 5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {pos_NOUN,feats_Number=Sing}	0	15	102	7451	48978	-7.31859742398818
{3,92} {18} {24}	[{3, 92}, {18}, {24}]	{pos_NOUN,feats_Number=Plur} {pos_ADP} {pos_DET}	0	15	103	7451	48978	-7.390430563057816
{3,92} {18} {3,26}	[{3, 92}, {18}, {26, 3}]	{pos_NOUN,feats_Number=Plur} {pos_ADP} {pos_NOUN,feats_Gender=Fem}	0	15	103	7451	48978	-7.390430563057816
{92} {92} {18} {5,24,27} {5}	[{92}, {92}, {18}, {24, 27, 5}, {5}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	15	103	7451	48978	-7.390430563057816
{24} {3} {18}	[{24}, {3}, {18}]	{pos_DET} {pos_NOUN} {pos_ADP}	2639	2847	18712	7451	48978	-7.440913306964651
{92} {17,18} {3,26}	[{92}, {17, 18}, {26, 3}]	{feats_Number=Plur} {lemma_de,pos_ADP} {pos_NOUN,feats_Gender=Fem}	0	15	104	7451	48978	-7.462265300358482
{92} {92} {18} {24,27} {3}	[{92}, {92}, {18}, {24, 27}, {3}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	0	15	104	7451	48978	-7.462265300358482
{4} {18} {5,23,24,25,27,1271,82196} {5}	[{4}, {18}, {5, 1271, 82196, 23, 24, 25, 27}, {5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l,wp_’} {feats_Number=Sing}	0	15	104	7451	48978	-7.462265300358482
