	motifs_int	motifs_str	k	M	f	t	T	indice
{17,18,730,878} {23,24,25,27} {4}	[{17, 18, 878, 730}, {24, 25, 27, 23}, {4}]	{lemma_de,pos_ADP,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	448	240	8664	1361	48978	inf
{5} {18} {5,24} {3,5}	[{5}, {18}, {24, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	460	285	10251	1361	48978	inf
{23,24,25,27} {3,4} {18}	[{24, 25, 27, 23}, {3, 4}, {18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_ADP}	355	137	4960	1361	48978	inf
{5} {3,5} {18}	[{5}, {3, 5}, {18}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP}	593	387	13949	1361	48978	inf
{26} {17,18} {5}	[{26}, {17, 18}, {5}]	{feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	419	202	7297	1361	48978	inf
{24,27,92} {92} {92}	[{24, 27, 92}, {92}, {92}]	{pos_DET,feats_PronType=Art,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	482	170	6115	1361	48978	inf
{24,92} {3} {92}	[{24, 92}, {3}, {92}]	{pos_DET,feats_Number=Plur} {pos_NOUN} {feats_Number=Plur}	459	128	4604	1361	48978	inf
{24,92} {92} {92}	[{24, 92}, {92}, {92}]	{pos_DET,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	519	227	8177	1361	48978	inf
{18} {26} {3,26}	[{18}, {26}, {26, 3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	406	183	6585	1361	48978	inf
{17,18,730} {5,24} {4,5}	[{17, 18, 730}, {24, 5}, {4, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing}	344	132	4774	1361	48978	inf
{5} {18} {24} {3}	[{5}, {18}, {24}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	555	370	13337	1361	48978	inf
{18} {5,24,27} {3,4,5}	[{18}, {24, 27, 5}, {3, 4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	551	357	12857	1361	48978	inf
{5} {18} {24,27} {3}	[{5}, {18}, {24, 27}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	501	299	10779	1361	48978	inf
{26} {18} {5,24,27}	[{26}, {18}, {24, 27, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	377	162	5839	1361	48978	inf
{24} {3,26} {26}	[{24}, {26, 3}, {26}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {feats_Gender=Fem}	429	164	5907	1361	48978	inf
