	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO
{5} {5} {18} {5,24} {3,5,26}	[{5}, {5}, {18}, {24, 5}, {26, 3, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-34.383095455491265	inf	-8.596680923970753	-3.493930147921932	-10.164801983583985	-3.23597612256775	-8.258591235555468	-76.73118936431018	-35.007005820523304	inf	inf	inf	-12.078954112926693	-11.74802293001415	-13.092696348411463	-5.63959628367074	-11.718834560016846	-10.310269458008174	-6.014198394066606	-26.288168399146382	inf	-30.86013656246035	-37.56261160726019	-8.55802950883454	-7.31326146758487	-6.312177064978337	-2.2818503362586826	-2.4534468197068775	-13.98155929785984	inf	-7.072416962890799	-14.754606395895285	-4.1442345268232295	-7.149473469594383	-8.229623691852675	-3.1691227865170264	-8.374479676683896	-3.0545396936751796
{5} {5,26} {17,18,728,730}	[{5}, {26, 5}, {728, 17, 18, 730}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {lemma_de,pos_ADP,feats_de,wp_▁de}	-45.99751651262032	inf	-11.499356796363072	-4.673561207740153	-13.597042390138432	-4.328511450220236	-11.047095602760633	-102.66963077072982	-46.832304556415096	10.218997257223343	11.180043609176106	-12.133084191639938	-16.157652784086928	-15.714954752664672	-17.51377822143009	10.78654036550852	-15.675908523981237	-13.791636538371428	-8.044812304406825	-35.166965470663335	10.212945042436251	-41.283905216828465	-50.25173611456258	-11.447652892771533	-9.782538506561405	-8.443409748923033	-3.0522404192298036	inf	-18.702856808381195	inf	-9.460365065032903	-19.737009611485764	-5.543437912141971	-9.563442124291617	-11.008345896504524	10.465419075738158	inf	inf
{5,24,27} {3,5,26} {17,18}	[{24, 27, 5}, {26, 3, 5}, {17, 18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {lemma_de,pos_ADP}	-32.54352176078782	inf	-8.13687705315621	-3.3070639252577867	-9.62111550996723	-3.06290658760131	-7.816872206348729	-72.6237673732696	-33.13403763222038	11.04054294424334	-7.99055992243095	-8.585279561564493	-11.432870879881918	-11.119643044927974	-12.392381564517118	-5.337965828826283	-11.092016116565118	-9.758801422337829	-5.692531196811513	-24.881825975533687	11.249796012825957	-29.20911800927605	-35.5528505789147	-8.100293157817799	-6.922108568394966	-5.974571442300002	-2.159811577994239	inf	-13.233692503959508	inf	-6.69414677324403	-13.965382659341044	-3.9225863732413644	-6.767081555320573	-7.789454166374559	inf	inf	inf
{5,26} {5,26} {26}	[{26, 5}, {26, 5}, {26}]	{feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem}	-23.803254824467675	inf	-5.95202143213506	-2.419112582945789	-7.037689049062448	-2.240513591460187	-5.7179478979291565	-53.11170458577105	-24.23512679092855	10.521745497196743	-5.8449950889418005	-6.2800130186666525	-8.362909366294916	-8.133797941441875	-9.06474335932142	-3.90468895774851	-8.113590120537266	-7.138400861817088	-4.164046573998258	-18.19973878963514	-2.0487962868639595	-21.364616001677007	-26.00409981566057	-5.9252614819066025	inf	-4.370353059928995	-1.579904926814055	inf	-9.680116518830445	inf	-4.896705517002323	-10.215305269421531	-2.8693607110194215	-4.950055460302945	-5.697892436778237	-2.194226456827078	-5.798182345713104	-2.114892695713579
{17,18} {4,5} {3,4,5}	[{17, 18}, {4, 5}, {3, 4, 5}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	-76.37475696476744	inf	inf	-7.757403622045717	-22.57065008342867	-7.184653465048761	-18.337443626114784	-170.5574442074508	-77.7613923279936	inf	inf	inf	-26.821736282261913	-26.086763073904418	-29.07322706137101	-12.521719230464898	-26.02193825669889	-22.893706076636146	-13.353530594535387	-58.38632682002829	-6.569840187966318	-68.54552552066536	-83.44149137125903	13.010600895117232	inf	-14.015204724601194	-5.066191065889718	inf	-31.047421524561596	inf	-15.703375900285335	-32.764428325009284	inf	-15.874487937214997	-18.273115986243067	inf	inf	inf
{17,18,728,730} {5} {3,4}	[{728, 17, 18, 730}, {5}, {3, 4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc}	-83.01259374864243	inf	10.28622622117478	-8.43098175391731	-24.530855269794607	10.125976269609662	-19.9299149813912	-185.4009067223149	-84.51987398437743	10.241305923167044	inf	10.665058786899673	-29.151270842323186	-28.352440982740262	-31.598385748885644	-13.609053505376254	-28.28198405436574	-24.881976495689916	-14.513108781622567	-63.459501815970086	-7.140292767742534	-74.50226564865771	-90.69422273240863	10.256823559801385	inf	-15.232251330345589	-5.506074539283832	inf	-33.74412089685351	inf	-17.067049946064213	-35.610328471128504	10.96854844360994	-17.25302442477519	-19.859999596220597	10.792264381000326	inf	inf
{17,18,730} {5} {3,4,5}	[{17, 18, 730}, {5}, {3, 4, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	-83.58969638618076	inf	11.849215856047156	-8.48953872633144	-24.70126710834467	11.17544801114122	-20.068356922285	-186.69157276287916	-85.10746665768437	inf	inf	inf	-29.35379161689371	-28.5494101334286	-31.817913921342203	-13.703580564517086	-28.47846355621429	-25.054828271571015	-14.613916441118484	-63.90056089202058	-7.189884534238592	-75.02014782367718	-91.3247906556874	11.350860955535234	inf	-15.33805507594343	-5.544315334076462	inf	-33.978562748725466	inf	-17.185600960080535	-35.85774183708808	inf	-17.37286752946819	-19.997955754409702	inf	inf	inf
{18} {5} {4,5} {4,5}	[{18}, {5}, {4, 5}, {4, 5}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	-9.573513569391613	inf	-2.3941760904294203	-0.9731026034786738	-2.830859372767507	-0.9012612280955647	-2.3000248318701484	-21.35637785654378	-9.747178330383605	10.107713527326364	-2.3511269874613605	-2.5261034168344905	-3.3638875802607284	-3.2717354453359087	-3.646174084653697	-1.570668027435033	-3.263607534638169	-2.8713678923187747	-1.6749919868906684	-7.320119304253972	-0.8241428128488841	-8.592864417257095	-10.458507456178536	-2.3834124676564405	-2.0367663371573745	-1.7579763924992617	-0.6355300596298742	-0.6833212857368481	-3.8936825757831857	-1.5011655683045786	-1.9696944874352236	-4.108938386994898	-1.1542139269812737	-1.9911536849891647	-2.291957920875336	-0.8826422161839889	-2.33229752189423	-0.8507301617351104
{18} {5,24} {4,5} {5}	[{18}, {24, 5}, {4, 5}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	-22.172086737937335	inf	-5.544229692473728	-2.2533780888848076	-6.555508934192654	-2.087015299372625	-5.326194299727345	-49.470834129207255	-22.574355430030682	inf	-5.444536540982343	inf	-7.789924596728254	-7.576512178255518	-8.44366752316513	-3.637172533597417	-7.557689019031023	-6.649320026657849	-3.8787603238906385	-16.9526441648755	-1.9084329065816692	-19.900602156410706	-24.222068510437254	-5.519303272379755	-4.716543986762131	-4.070931695849792	-1.4716659361466824	-1.582334926865653	-9.016873453319318	inf	-4.561220754106019	-9.515388971873676	-2.672778530707976	-4.610915365756454	-5.30751298542171	-2.0438993882088656	-5.400931290523406	-1.9700009329350414
{18} {23,24,25,27} {3} {17,18,728,730}	[{18}, {24, 25, 27, 23}, {3}, {728, 17, 18, 730}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de}	-100.9370233890524	inf	-25.22119390348386	-10.249360024028158	-29.822902712993947	-9.492600542789397	-24.22910244621422	-225.4998010879163	-102.77019273848688	inf	inf	inf	inf	-34.4692731317546	-38.41584177461471	inf	-34.38360913424511	-30.24979984507563	-17.64355364331973	-77.1577777878416	inf	-90.58697218667267	-110.27966276148693	inf	inf	inf	-6.693562502064211	inf	-41.024763258451465	inf	-20.748515230775443	-43.2938420886326	inf	inf	-24.14410073751347	inf	inf	-8.960326172107019
{18} {24} {130}	[{18}, {24}, {130}]	{pos_ADP} {pos_DET} {pos_PROPN}	-44.9048773934083	inf	-11.226311300645479	-4.562599171529374	-13.274180546016124	-4.225742175402939	-10.784790189257992	-100.22902895297656	-45.71982419323427	inf	-11.024432627038873	inf	inf	-15.341793673653173	-17.09789408237264	inf	-15.303674794187557	-13.464153298412839	-7.85380074739354	-34.33170924252709	inf	-40.303291396891964	-49.05797832112751	-11.175835242422735	-9.550262575597236	-8.242933172232656	-2.9797739751926744	-3.203856742368009	-18.258730374666087	inf	-9.235739653893296	-19.26831993040541	-5.41182147983138	-9.336368991146863	-10.746960687085743	-4.138439847020676	-10.936132134150808	-3.9888083595494184
{18,692} {5} {3,5}	[{18, 692}, {5}, {3, 5}]	{pos_ADP,lemma_à} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	-99.28938877518395	inf	-24.80988677333496	-10.082243963177033	-29.336523550011552	-9.337824883579694	-23.833979128940907	-221.81285442997319	-101.09259548096469	10.377369201852131	inf	inf	inf	-33.90708467656266	-37.78925500696453	inf	inf	-29.75645587322736	-17.355849232376084	-75.89867935029096	10.766139414004419	-89.10847948394539	-108.47931031413896	10.57490180653829	inf	-18.215884736673	-6.5844285067469945	inf	-40.35560183051201	inf	-20.41016699975477	-42.587649601430705	inf	-20.63257969442513	-23.75036401972768	inf	inf	-8.814230122137362
{24,27} {3,26} {17,18,728,730}	[{24, 27}, {26, 3}, {728, 17, 18, 730}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {lemma_de,pos_ADP,feats_de,wp_▁de}	-77.55795567414133	inf	-19.38373624726709	-7.877476844781335	-22.920075095732326	-7.295860566628758	-18.621317698971367	-173.20306108123285	-78.96609450849694	11.796136809502174	inf	inf	inf	-26.49064019852657	-29.523357721069136	-12.71554853112358	-26.42481143117492	-23.248133878041322	-13.560238014629215	-59.29063859527885	inf	-69.60732602544542	-84.73428691286738	-19.296573897688276	inf	-14.23215638738019	-5.144605654591478	inf	-31.528129891716567	inf	-15.946465117516675	-33.27173214545674	inf	inf	-18.555994003390214	inf	inf	inf
{26} {17,18} {5} {5}	[{26}, {17, 18}, {5}, {5}]	{feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-61.81276023448843	inf	-15.450885324379835	-6.279360205285165	-18.26956002030909	-5.815745723387368	-14.843185351374455	-138.00548651928318	-62.934800642283975	10.808548602096193	-15.173023639271186	-16.302423966511203	-21.710337747912796	-21.11546427483989	-23.532639079194208	-10.13580310524517	inf	-18.531040059003974	-10.80909837494749	-47.25614695663738	10.592922361957271	-55.47734169495193	-67.5309534872344	12.839312178795103	-13.144021739790421	inf	-4.100938714423612	inf	-25.130487548881028	inf	-12.71112571610586	-26.520164524204535	11.527282219444961	-12.849627536224402	-14.791117769393031	inf	inf	inf
{92} {92} {11}	[{92}, {92}, {11}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADJ}	-122.97376333560857	inf	inf	inf	-36.32669957204707	-11.562114463808697	-29.512549936834198	-274.83172626118073	-125.20780460458971	10.555497804497662	-30.16848568637367	-32.41451774295347	inf	-41.986886502918686	inf	inf	-41.882529704963495	-36.84673763594819	inf	-93.99669378076041	-10.57265936533376	-110.36084092418436	-134.35967260382753	inf	inf	inf	-8.15278710758345	inf	-49.97300141220402	inf	-25.27273959054554	-52.737335945322066	inf	inf	-29.409005778750966	inf	inf	-10.913781475013101
{3,5} {18} {24,27} {3,26}	[{3, 5}, {18}, {24, 27}, {26, 3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	-73.53884152689601	inf	-18.379949987540602	-7.469596417062371	-21.73311064238257	-6.918097639453673	-17.657021830369256	-164.21679699059806	-74.87393966147759	10.588036077316794	inf	inf	-25.82639958297276	-25.118709200017562	-27.994310128396712	inf	inf	-22.04417559345446	-12.85806902539659	-56.2188269133765	11.592767532590189	-66.00056624425802	-80.34290697302309	10.751488859919531	-15.635684563217175	-13.49518872972675	-4.878236394175379	inf	-29.895214475781277	inf	-15.120710896845225	-31.548476175603998	inf	11.959393478593825	-17.595081621832612	inf	-17.904822223255444	-6.530193777029731
{4,5} {3,4,5} {5}	[{4, 5}, {3, 4, 5}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	-37.607729527787725	inf	-9.402644492093597	-3.8214741406555786	-11.11780118770217	10.702338860506112	-9.032854463612537	-83.93177708860748	-38.29018174092715	inf	-9.233563822729606	inf	inf	-12.84947986213433	-14.320247485839221	-6.168304038871105	-12.817554458438208	-11.276908802458857	-6.578027585504035	-28.75334375472096	-3.236476870774835	-33.754228739445075	-41.08559216474841	-9.360368985752674	inf	-6.903943984733116	-2.49576259667682	-2.683445924491899	-15.292464376213923	-5.895340665402121	-7.735463055698591	-16.138006298357755	-4.5327456454478705	-7.81974436740595	-9.00117084621093	-3.466215935157964	-9.159608933087167	-3.3408906850526208
{4,5} {18} {24,27} {3}	[{4, 5}, {18}, {24, 27}, {3}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	-42.160200061647465	inf	-10.540404406641834	-4.283853851676884	-12.463133693870615	-3.967577623184448	-10.125862730965054	-94.09869003842718	-42.925308718220954	inf	inf	inf	-14.810166625468208	-14.404394389358012	-16.053174265657304	inf	-14.368605020033549	-12.641497407663746	-7.3739664080524205	-32.23354618267273	inf	-37.84000602670117	-46.05930743174708	-10.493012734753382	-8.966770286287419	-7.739322248323452	-2.797732297172003	-3.0081248054938654	-17.143065997642672	inf	-8.671465784216778	-18.090952891958647	-5.0811909919417975	-8.765946341945682	-10.090344812496422	inf	-10.267956858161654	-3.7451195290000854
{4,5,24,27} {3,4,5} {18}	[{24, 27, 4, 5}, {3, 4, 5}, {18}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	-53.23540580662193	inf	-13.30793068314249	-5.408530333319242	-15.735595247974215	-5.009214411163191	-12.784528565480876	-118.83891854417942	-54.201640973402746	10.484477830624234	inf	inf	-18.69903222041708	-18.186688329310044	-20.26851064354119	-8.730100085222876	-18.141499336733023	-15.960801259895904	-9.310007567054459	-40.69975450034529	11.12821041995855	-47.77964295701826	-58.159536370202	-13.248093682179823	inf	-9.771299238018816	-3.5322280852565338	inf	-21.644668309454545	inf	-10.948211672449117	-22.84153072416401	-6.415215351480378	-11.06750200038856	-12.73968355232464	inf	inf	-4.728349460682417
{5} {5} {18} {5,23,24,25,27} {3,5}	[{5}, {5}, {18}, {5, 23, 24, 25, 27}, {3, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-66.5057453287272	inf	-16.623227162594095	-6.755751777576753	-19.655821362411793	-6.256961927821721	-15.969408716701196	-148.49450061091966	-67.71304731549593	inf	inf	inf	inf	-22.71772793139954	-25.318377633992117	inf	-22.661277403493553	-19.937146886481283	-11.62919284832221	-50.8432462975869	11.121646780005449	-59.6889613934125	-72.65848059494027	-16.54848044456401	-14.141299172286374	-12.205412429253514	-4.412052752041005	inf	-27.03751680404857	inf	-13.675552510323744	-28.532686662550354	inf	inf	-15.913389749926552	inf	-16.193520278729984	-5.906131193555101
{5,23,24,25,27} {3,5} {17,18} {5}	[{5, 23, 24, 25, 27}, {3, 5}, {17, 18}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	-85.1863595179131	inf	-21.288741321486196	-8.651543581123663	-25.172734291537832	-8.012770178680245	-20.451374520459606	-190.26257297093255	-86.73315328829435	11.11333043680874	inf	inf	-29.914093327807123	-29.094352365830158	-32.42526944051081	inf	-29.02205109527799	-25.533045923590716	-14.892813419629501	-65.12082577262197	inf	-76.45296222936709	-93.06938016979784	inf	inf	inf	-5.650112957263604	inf	-34.62717951745409	inf	-17.513587419168058	-36.54224657052231	inf	inf	-20.379629362993235	inf	inf	-7.5634813877525255
{5,23,24,25,27} {5} {18} {5} {5}	[{5, 23, 24, 25, 27}, {5}, {18}, {5}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-58.87030129377355	inf	-14.715784488440717	-5.9806412441650645	-17.400327651381343	-5.53908310681818	-14.137001813816358	-131.42979461238983	-59.93888882066781	10.144384816652321	10.758535237816131	10.482682267251443	-20.677357951814862	-20.11079559698479	-22.412930151123263	-9.653605639546731	-20.060824544629497	-17.649364258438432	-10.294865764214805	-45.00701653403643	10.183700955491178	-52.8366679209445	-64.31606999175628	10.192522198588563	-12.518690429166444	-10.804961531347635	-3.905855563463586	inf	-23.934728842064754	-9.226391465276137	-12.106392619803504	-25.2582616442757	10.304628265929527	10.333106058577702	-14.087411839645533	10.397818243467238	inf	-5.228506720358361
{5,24} {3,5} {18} {24} {3}	[{24, 5}, {3, 5}, {18}, {24}, {3}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	-64.86154775908695	inf	-16.212506520338565	-6.588852710102001	-19.170154884679363	-6.10238624545276	-15.574845461337251	-144.81946739143117	-66.03897696953732	inf	inf	inf	-22.780592592984345	-22.156385649177498	-24.692755226528547	-10.635393714072194	-22.101330361136295	-19.444527609784153	-11.341880083636	-49.5865097847184	-5.580192248127918	-58.21341717381515	-70.86203372873189	11.384303747109248	-13.791911445054591	inf	-4.303057175240384	-4.626658068814132	-26.369400295552598	inf	-13.337673816085278	-27.827610736989996	inf	inf	-15.520210842830382	inf	inf	-5.760223246982488
{5,24} {5} {18} {5,24,27} {5}	[{24, 5}, {5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	-19.89139540763745	inf	-4.974036680983833	-2.0216389419488308	-5.881304156392521	-1.8723854122147343	-4.778426294985528	-44.38050386441443	-20.252275011431458	10.299247687492068	10.782454073541437	-5.248132124645937	-6.988754995777436	-6.7972931831100585	-7.5752563373131	-3.2631173514705365	-6.780406081338215	-5.965466504860262	-3.4798586642642477	-15.208942483687146	10.35658761587049	-17.85361482143462	-21.730452280236722	-4.9516739561030505	-4.231478141177953	-3.652265775809857	-1.3203199360298616	-1.4196075448721373	-8.089503629105877	-3.118720795431197	-4.092129675190282	-8.536742389948728	-2.3979066844202164	-4.136713274749622	-4.761666354645644	-1.8337036637036634	-4.845476575350972	-1.767405125736601
{5,24,27} {5} {18} {5,24} {5}	[{24, 27, 5}, {5}, {18}, {24, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-43.44924895996465	inf	-10.862547762987312	-4.414769855111529	-12.84405003241564	-4.0888276441593305	-10.435334966942296	-96.97776085663754	-44.23776386248925	inf	inf	-11.461175851167885	-15.262829702444893	-14.844653060473753	-16.543836722686756	-7.125983627866245	-14.807769620774009	-13.02786601918839	-7.599325931703946	-33.21896128734509	12.19719374139798	-38.996900232319874	-47.4676430223144	-10.813707483164581	-9.240813732901016	-7.975848672425398	-2.8832303560942663	inf	-17.667047989560267	inf	-8.936483125795576	-18.64391388057798	-5.236475420191595	11.063973167292254	-10.39873139341434	inf	inf	-3.8595708675718203
{17,18,728,730} {5,23,24,25,27} {3,5,26}	[{728, 17, 18, 730}, {5, 23, 24, 25, 27}, {26, 3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-99.87272128739899	inf	-24.95550844197861	-10.141410863961948	-29.508724069966743	inf	-23.9738710009616	-223.11816640480987	-101.68653588761043	inf	inf	inf	inf	-34.10612503703796	-38.011095190167346	-16.370191611470414	inf	-29.931122244794686	-17.457709948357287	-76.3444550503101	inf	-89.63192934112153	-109.1167105822981	inf	inf	inf	-6.623067062977885	inf	-40.59251529440771	inf	-20.529957929205718	-42.837673661561915	-12.029152190387878	inf	-23.889764973181617	inf	-24.310349290351503	-8.865954964898789
{17,18,728,730} {5,24} {3,4,5}	[{728, 17, 18, 730}, {24, 5}, {3, 4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	-74.55105967361719	inf	-18.632761881319496	-7.572325055055203	-22.03205697100948	10.51026386740295	-17.899887831252606	-166.47988428096826	-75.90455245396024	10.485125642512852	inf	inf	-26.181668671244918	-25.464240207872024	-28.379411548436856	-12.222955152402426	-25.400962826424763	-22.347401903811495	-13.03491660573529	-56.992473009280936	-6.413097097257566	-66.90893613730616	-81.4488766435658	10.50924404125251	inf	-13.680800607804066	-4.945324161391797	inf	-30.306475337517245	inf	-15.328684290746592	-31.982489551210513	10.90551524350879	-15.495712719758375	-17.83709547074464	inf	inf	inf
{18} {4,5} {5} {5}	[{18}, {4, 5}, {5}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	-13.9776027977566	inf	-3.4954246916951233	-1.4206893091238044	-4.132979018020705	-1.3158033743964395	-3.3579649625482837	-31.183085336113436	-14.2311724224403	inf	-3.432573490257704	-3.688037276131283	-4.9112004071046265	-4.7766579242319	-5.323340685612517	-2.2931174568139445	-4.764791148925927	-4.192121310249164	-2.445427992075178	-10.687446177687507	-1.2032132349246973	-12.545756986606186	-15.26979646739509	-3.479709921847119	-2.9736114189989373	-2.5665834039310855	-0.9278457331402107	-0.9976190660514166	-5.684705890580807	inf	-2.875687680146126	-5.998982631366803	-1.6851059724955297	-2.9070177289682775	-3.3461873741104173	-1.2886202715271917	-3.405082693901837	-1.2420298065582065
{18} {5,23,24,25,27,1271} {3,5,26}	[{18}, {5, 1271, 23, 24, 25, 27}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁l} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-47.88665880959423	inf	-11.971431582285113	-4.8654050482076245	-14.155246765067687	-4.506190660822169	-11.500601444758821	-106.8895667659832	-48.75575313325374	inf	inf	inf	-16.821000388134618	-16.36012389341899	-18.232813547994958	-7.853390687617679	inf	-14.357831054375305	-8.375055777832477	-36.61108714786548	inf	-42.979352338381425	-52.31571702618829	-11.917604808577918	-10.184125284970442	-8.790017582117859	-3.177528523577308	inf	-19.470721868157923	-7.505851127897902	-9.848724598359446	-20.54734356340643	-5.770991587523752	-9.956033607125127	-11.46026076264684	inf	-11.66198972293555	-4.25353152840866
{18} {5,24} {5} {5,11}	[{18}, {24, 5}, {5}, {11, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	-31.493337964542878	inf	-7.874375181282179	-3.2003815091572316	-9.310725586583448	-2.964100710789992	-7.564694877253707	-70.27901333748994	-32.06479015120925	inf	-7.732778793326917	inf	-11.064023499175399	-10.760902341641092	-11.992573936850759	inf	-10.734166826148856	-9.44396906189203	-5.508891020962993	-24.078960267265252	inf	-28.266573873836894	-34.40551338161807	-7.838971621965741	-6.6987992202093665	-5.781832059442142	-2.0901392455840946	-2.247318555154218	-12.806737965546715	-4.937168805096144	-6.478192116169285	-13.514817945723161	-3.7960469450781935	inf	-7.5381614412809945	-2.902864353764947	-7.670845336856925	-2.7979084475967766
{18} {5,24} {130}	[{18}, {24, 5}, {130}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_PROPN}	-43.052501795346465	inf	-10.763398384912524	-4.3744765535990675	-12.726811429965593	-4.0515093398337685	-10.340085520217556	-96.09161939401304	-43.83381257322806	10.726664520440382	-10.569845172742687	inf	inf	-14.709149979803403	-16.392820269425815	inf	-14.67260327499241	-12.90894930815696	-7.5299647671880106	-32.915668207292676	10.60751943324001	-38.64082843071151	-47.034181001730246	-10.715003959244493	-9.156468593650924	-7.903050551931188	-2.856915790559261	-3.071759126055667	-17.505776379417483	inf	-8.854916048947947	-18.47372304876583	-5.188681999920175	-8.951395618046083	-10.303816090807503	-3.967806771640822	-10.485186173230167	-3.824345062219832
{24} {4} {17,18,728,730}	[{24}, {4}, {728, 17, 18, 730}]	{pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de}	-110.06570952502186	inf	-27.499793661775573	-11.175147312348969	-32.5174107583619	-10.350023768713642	-26.418042578179186	-245.93098256029512	-112.06491041149529	10.839948766640461	inf	inf	inf	-37.583779296352255	-41.88713124429029	inf	inf	-32.98289405324708	inf	-84.1335539853362	11.21828890291645	-98.77841139494075	-120.25461114067998	-27.376123666202613	inf	inf	-7.298138639909935	inf	-44.73192949046415	inf	-22.622918731711362	-47.2061732060238	11.413360099237863	10.828669552200008	-26.32535900783854	inf	inf	-9.769665685862638
{24,27} {3} {18} {5} {3,5}	[{24, 27}, {3}, {18}, {5}, {3, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	-82.19823438013205	inf	-20.542564242965252	-8.348349694660943	-24.290381197832208	-7.73196426456293	-19.734554554676325	-183.57966813208137	-83.69071222151871	inf	inf	inf	-28.865487012815027	-28.07449118821638	-31.288602372543313	-13.475662778773323	-28.004725215616247	-24.63805936139088	-14.370855288068695	-62.83711318746593	inf	-73.77147192587591	-89.80441908879267	inf	inf	inf	-5.452111408735855	inf	-33.41329249074021	inf	-16.89975822464993	-35.26119568428255	inf	inf	-19.665324672188532	inf	inf	-7.2984221146716575
{24,27,92} {3,92} {92}	[{24, 27, 92}, {3, 92}, {92}]	{pos_DET,feats_PronType=Art,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {feats_Number=Plur}	-122.52081746188536	inf	inf	inf	-36.19304635328208	-11.519588251434831	-29.403976598651948	-273.81737771999565	-124.74661674293094	inf	inf	-32.29526406701724	inf	-41.83239735142647	inf	-20.077625720280466	-41.72842473233467	-36.711170209307916	inf	-93.65060798190048	-10.533772910357687	-109.9544183696551	-133.8647158602139	inf	inf	inf	-8.122801890429999	-8.733688138204947	-49.78910917906995	inf	-25.179768955787406	-52.543264661392826	inf	inf	-29.300813507781985	inf	inf	-10.873640196306992
