	motifs_int	motifs_str	k	M	f	t	T	indice
{5,24,27} {3} {18} {26}	[{24, 27, 5}, {3}, {18}, {26}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	0	104	1469	3493	48978	-47.95298726569893
{5} {5} {93,95}	[{5}, {5}, {93, 95}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Person=3,feats_VerbForm=Fin}	0	105	1471	3493	48978	-48.01931862348417
{26} {17,18} {26}	[{26}, {17, 18}, {26}]	{feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Gender=Fem}	0	105	1471	3493	48978	-48.01931862348417
{4,5,24} {4,5} {4}	[{24, 4, 5}, {4, 5}, {4}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	0	105	1476	3493	48978	-48.1851597143701
{4} {4} {17,18,728,730}	[{4}, {4}, {728, 17, 18, 730}]	{feats_Gender=Masc} {feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de}	0	105	1477	3493	48978	-48.21833010929938
{4} {4} {730}	[{4}, {4}, {730}]	{feats_Gender=Masc} {feats_Gender=Masc} {wp_▁de}	0	105	1478	3493	48978	-48.25150122992054
{24,27} {26} {92}	[{24, 27}, {26}, {92}]	{pos_DET,feats_PronType=Art} {feats_Gender=Fem} {feats_Number=Plur}	0	106	1485	3493	48978	-48.48371939571442
{5,24,26} {5,26} {5}	[{24, 26, 5}, {26, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	0	106	1486	3493	48978	-48.51689632285657
{5,24,26} {5} {5}	[{24, 26, 5}, {5}, {5}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing} {feats_Number=Sing}	0	106	1488	3493	48978	-48.58325235500019
{4,24} {4} {4}	[{24, 4}, {4}, {4}]	{feats_Gender=Masc,pos_DET} {feats_Gender=Masc} {feats_Gender=Masc}	0	106	1490	3493	48978	-48.649611291301724
{26} {18} {92}	[{26}, {18}, {92}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Plur}	0	106	1497	3493	48978	-48.88189044137818
{3} {17,18} {5,24} {3,5,26}	[{3}, {17, 18}, {24, 5}, {26, 3, 5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	108	1515	3493	48978	-49.47934312951569
{3} {17,18,728,730} {24} {26}	[{3}, {728, 17, 18, 730}, {24}, {26}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {feats_Gender=Fem}	0	108	1517	3493	48978	-49.54574129567358
{3} {17,18,730} {24} {26}	[{3}, {17, 18, 730}, {24}, {26}]	{pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {pos_DET} {feats_Gender=Fem}	0	108	1518	3493	48978	-49.57894146912311
{5,24} {3} {17,18,728,730} {5}	[{24, 5}, {3}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	0	108	1519	3493	48978	-49.612142369629595
{23,24,25,27} {3} {17,18} {26}	[{24, 25, 27, 23}, {3}, {17, 18}, {26}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Gender=Fem}	0	108	1519	3493	48978	-49.612142369629595
